[792, 612]
[paragraph, [49.0, 88.0, 152.0, 18.0], shoonya_0s6QVOAC9Y0F9Y, 6514617]
[paragraph, [229.0, 538.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 556.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 574.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 592.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 610.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 628.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 646.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [229.0, 664.0, 151.0, 18.0], shoonya_2sNXN2WPPZ4GP3, 6514617]
[paragraph, [409.0, 89.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 107.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 125.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 143.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 161.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 179.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 197.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 215.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 233.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 251.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 269.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 287.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 305.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 323.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 341.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 359.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 377.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 395.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 413.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 431.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 449.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 467.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 485.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 503.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 521.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 539.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 557.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 575.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 593.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 611.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 629.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 647.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [409.0, 665.0, 151.0, 18.0], drpqwCJRPN, 6514617]
[paragraph, [51.0, 397.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 415.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 433.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 451.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 469.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 487.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 505.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 523.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 541.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 559.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 577.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 595.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 613.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 631.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 649.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
[paragraph, [51.0, 667.0, 152.0, 18.0], VFkeWZMNOg, 6514617]
