[1191, 842]
[sidebar, [1.0, 0.0, 284.0, 18.0], d2VrLkrHTe, 5763173]
[paragraph, [566.0, 362.0, 271.0, 18.0], YH2TAGycSv, 5763173]
[paragraph, [566.0, 380.0, 271.0, 18.0], YH2TAGycSv, 5763173]
[paragraph, [566.0, 398.0, 271.0, 18.0], YH2TAGycSv, 5763173]
[paragraph, [566.0, 416.0, 271.0, 18.0], YH2TAGycSv, 5763173]
[paragraph, [566.0, 434.0, 271.0, 18.0], YH2TAGycSv, 5763173]
[paragraph, [296.0, 482.0, 246.0, 18.0], shoonya_2s7DAGG9OJC32M, 5763173]
[paragraph, [296.0, 500.0, 246.0, 18.0], shoonya_2s7DAGG9OJC32M, 5763173]
[paragraph, [296.0, 518.0, 246.0, 18.0], shoonya_2s7DAGG9OJC32M, 5763173]
[paragraph, [296.0, 536.0, 246.0, 18.0], shoonya_2s7DAGG9OJC32M, 5763173]
[section-title, [11.0, 636.0, 250.0, 30.0], shoonya_9sDJODBGCZLK2H, 5763173]
[paragraph, [10.0, 678.0, 250.0, 18.0], shoonya_11sMPYXHME8I1T, 5763173]
[paragraph, [10.0, 696.0, 250.0, 18.0], shoonya_11sMPYXHME8I1T, 5763173]
[paragraph, [10.0, 714.0, 250.0, 18.0], shoonya_11sMPYXHME8I1T, 5763173]
[paragraph, [10.0, 732.0, 250.0, 18.0], shoonya_11sMPYXHME8I1T, 5763173]
[paragraph, [10.0, 750.0, 250.0, 18.0], shoonya_11sMPYXHME8I1T, 5763173]
[paragraph, [10.0, 768.0, 250.0, 18.0], shoonya_11sMPYXHME8I1T, 5763173]
[paragraph, [10.0, 786.0, 250.0, 18.0], shoonya_11sMPYXHME8I1T, 5763173]
[unordered-list, [291.0, 681.0, 257.0, 18.0], Dc0leaYEBo, 5763173]
[unordered-list, [291.0, 699.0, 257.0, 18.0], Dc0leaYEBo, 5763173]
[unordered-list, [291.0, 717.0, 257.0, 18.0], Dc0leaYEBo, 5763173]
[unordered-list, [291.0, 735.0, 257.0, 18.0], Dc0leaYEBo, 5763173]
[ordered-list, [568.0, 766.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 784.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 802.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 820.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 838.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 856.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 874.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 892.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 910.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 928.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 946.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 964.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[ordered-list, [568.0, 982.0, 242.0, 18.0], Zq5BtPwMpJ, 5763173]
[unordered-list, [591.0, 781.0, 215.0, 18.0], shoonya_1s1FK93DGEKF37, 5763173]
[unordered-list, [591.0, 799.0, 215.0, 18.0], shoonya_1s1FK93DGEKF37, 5763173]
[unordered-list, [591.0, 817.0, 215.0, 18.0], shoonya_1s1FK93DGEKF37, 5763173]
[paragraph, [432.0, 790.0, 114.0, 18.0], 5R2PyNJlk7, 5763173]
[paragraph, [432.0, 808.0, 114.0, 18.0], 5R2PyNJlk7, 5763173]
[paragraph, [432.0, 826.0, 114.0, 18.0], 5R2PyNJlk7, 5763173]
[paragraph, [432.0, 844.0, 114.0, 18.0], 5R2PyNJlk7, 5763173]
[paragraph, [432.0, 862.0, 114.0, 18.0], 5R2PyNJlk7, 5763173]
[paragraph, [432.0, 880.0, 114.0, 18.0], 5R2PyNJlk7, 5763173]
[paragraph, [11.0, 823.0, 249.0, 18.0], shoonya_8sKTS9PLVLFHRX, 5763173]
[paragraph, [11.0, 841.0, 249.0, 18.0], shoonya_8sKTS9PLVLFHRX, 5763173]
[paragraph, [11.0, 859.0, 249.0, 18.0], shoonya_8sKTS9PLVLFHRX, 5763173]
[paragraph, [11.0, 877.0, 249.0, 18.0], shoonya_8sKTS9PLVLFHRX, 5763173]
[paragraph, [11.0, 895.0, 249.0, 18.0], shoonya_8sKTS9PLVLFHRX, 5763173]
[paragraph, [11.0, 913.0, 249.0, 18.0], shoonya_8sKTS9PLVLFHRX, 5763173]
[unordered-list, [588.0, 882.0, 204.0, 18.0], YuigiQrC48, 5763173]
[unordered-list, [588.0, 900.0, 204.0, 18.0], YuigiQrC48, 5763173]
[unordered-list, [588.0, 918.0, 204.0, 18.0], YuigiQrC48, 5763173]
[unordered-list, [588.0, 936.0, 204.0, 18.0], YuigiQrC48, 5763173]
[paragraph, [293.0, 903.0, 249.0, 18.0], UgH9VLsqkq, 5763173]
[paragraph, [293.0, 921.0, 249.0, 18.0], UgH9VLsqkq, 5763173]
[paragraph, [293.0, 939.0, 249.0, 18.0], UgH9VLsqkq, 5763173]
[paragraph, [293.0, 957.0, 249.0, 18.0], UgH9VLsqkq, 5763173]
[paragraph, [293.0, 975.0, 249.0, 18.0], UgH9VLsqkq, 5763173]
[paragraph, [7.0, 950.0, 257.0, 18.0], K9_TicV6jW, 5763173]
[paragraph, [7.0, 968.0, 257.0, 18.0], K9_TicV6jW, 5763173]
[paragraph, [7.0, 986.0, 257.0, 18.0], K9_TicV6jW, 5763173]
