[1388, 886]
[folio, [666.0, 60.0, 194.0, 18.0], vc7nhANyKS, 5742090]
[paragraph, [14.0, 586.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 604.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 622.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 640.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 658.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 676.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 694.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 712.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 730.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 748.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 766.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 784.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 802.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 820.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 838.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 856.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 874.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 892.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 910.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 928.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 946.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 964.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 982.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1000.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1018.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1036.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1054.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1072.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1090.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1108.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1126.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1144.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1162.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1180.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1198.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1216.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1234.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1252.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1270.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1288.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[paragraph, [14.0, 1306.0, 423.0, 18.0], zJh4c7QhZE, 5742090]
[footnote, [570.0, 1354.0, 267.0, 18.0], fmUZZ8-W4b, 5742090]
