[1320, 1176]
[folio, [943.0, 56.0, 160.0, 18.0], shoonya_5sL7HQBGF0UD1M, 5694062]
[paragraph, [422.0, 473.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 491.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 509.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 527.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 545.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 563.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 581.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 599.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 617.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 635.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 653.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 671.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 689.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [422.0, 707.0, 328.0, 18.0], shoonya_6sH0S71OXBDN2P, 5694062]
[paragraph, [74.0, 434.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 452.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 470.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 488.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 506.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 524.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 542.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 560.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 578.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 596.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 614.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 632.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 650.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 668.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 686.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 704.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 722.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 740.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 758.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 776.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 794.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [74.0, 812.0, 333.0, 18.0], uiAZUaxEzL, 5694062]
[paragraph, [425.0, 766.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 784.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 802.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 820.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 838.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 856.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 874.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 892.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 910.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 928.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 946.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 964.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 982.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1000.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1018.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1036.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1054.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1072.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1090.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1108.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1126.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1144.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1162.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1180.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1198.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1216.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [425.0, 1234.0, 326.0, 18.0], shoonya_0sW87AM2SP40MM, 5694062]
[paragraph, [65.0, 857.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 875.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 893.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 911.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 929.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 947.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 965.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 983.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1001.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1019.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1037.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1055.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1073.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1091.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1109.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1127.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1145.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1163.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1181.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1199.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1217.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1235.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [65.0, 1253.0, 345.0, 18.0], QItMQSaoQ_, 5694062]
[paragraph, [763.0, 976.0, 344.0, 18.0], shoonya_4sFB9GT6MT5E8H, 5694062]
[paragraph, [763.0, 994.0, 344.0, 18.0], shoonya_4sFB9GT6MT5E8H, 5694062]
[paragraph, [763.0, 1012.0, 344.0, 18.0], shoonya_4sFB9GT6MT5E8H, 5694062]
[paragraph, [763.0, 1030.0, 344.0, 18.0], shoonya_4sFB9GT6MT5E8H, 5694062]
[paragraph, [763.0, 1048.0, 344.0, 18.0], shoonya_4sFB9GT6MT5E8H, 5694062]
[paragraph, [763.0, 1066.0, 344.0, 18.0], shoonya_4sFB9GT6MT5E8H, 5694062]
[paragraph, [763.0, 1084.0, 344.0, 18.0], shoonya_4sFB9GT6MT5E8H, 5694062]
