[2339, 1656]
[folio, [105.0, 24.0, 688.0, 36.0], TQg3V9wmaH, 5656982]
[paragraph, [841.0, 1153.0, 709.0, 36.0], shoonya_7sDN5JV6JB3QN4, 5656982]
[paragraph, [841.0, 1189.0, 709.0, 36.0], shoonya_7sDN5JV6JB3QN4, 5656982]
[paragraph, [841.0, 1225.0, 709.0, 36.0], shoonya_7sDN5JV6JB3QN4, 5656982]
[paragraph, [841.0, 1261.0, 709.0, 36.0], shoonya_7sDN5JV6JB3QN4, 5656982]
[figure-caption, [107.0, 1335.0, 248.0, 36.0], V7HCccGv0b, 5656982]
[sidebar, [837.0, 1338.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1374.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1410.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1446.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1482.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1518.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1554.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1590.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1626.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1662.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1698.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1734.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1770.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1806.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1842.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1878.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1914.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1950.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 1986.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 2022.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 2058.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 2094.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 2130.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[sidebar, [837.0, 2166.0, 733.0, 36.0], DEAjNV3T_e, 5656982]
[paragraph, [69.0, 1442.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1478.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1514.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1550.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1586.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1622.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1658.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1694.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1730.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1766.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1802.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[paragraph, [69.0, 1838.0, 734.0, 36.0], shoonya_6sJX5BDBD6PWR5, 5656982]
[section-title, [76.0, 1896.0, 229.0, 52.5], KTMOuxdLsI, 5656982]
[paragraph, [83.0, 1958.0, 730.0, 36.0], shoonya_4s48TBZSKL05HE, 5656982]
[paragraph, [83.0, 1994.0, 730.0, 36.0], shoonya_4s48TBZSKL05HE, 5656982]
[paragraph, [83.0, 2030.0, 730.0, 36.0], shoonya_4s48TBZSKL05HE, 5656982]
[paragraph, [83.0, 2066.0, 730.0, 36.0], shoonya_4s48TBZSKL05HE, 5656982]
[paragraph, [83.0, 2102.0, 730.0, 36.0], shoonya_4s48TBZSKL05HE, 5656982]
[paragraph, [83.0, 2138.0, 730.0, 36.0], shoonya_4s48TBZSKL05HE, 5656982]
