[1365, 833]
[folio, [614.0, 65.0, 115.0, 18.0], CBpeu4cYyw, 5782364]
[sub-ordered-list, [91.0, 705.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 723.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 741.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 759.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 777.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 795.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sub-ordered-list, [91.0, 813.0, 644.0, 18.0], 447Q8eUdKL, 5782364]
[sidebar, [646.0, 1175.0, 96.0, 18.0], A8cfjbSiwt, 5782364]
[figure-caption, [126.0, 1192.0, 609.0, 18.0], 2o0_oeGh4L, 5782364]
[figure-caption, [126.0, 1210.0, 609.0, 18.0], 2o0_oeGh4L, 5782364]
