[1468, 909]
[headline, [385.0, 74.0, 153.0, 25.5], Hi8w2uDPzk, 5769907]
[paragraph, [466.0, 1086.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1104.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1122.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1140.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1158.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1176.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1194.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1212.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1230.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1248.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1266.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1284.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1302.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1320.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1338.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [466.0, 1356.0, 319.0, 18.0], DQaZDDyGhu, 5769907]
[paragraph, [86.0, 806.0, 290.0, 18.0], PtutUdMTeF, 5769907]
[paragraph, [86.0, 824.0, 290.0, 18.0], PtutUdMTeF, 5769907]
[paragraph, [86.0, 842.0, 290.0, 18.0], PtutUdMTeF, 5769907]
[paragraph, [86.0, 860.0, 290.0, 18.0], PtutUdMTeF, 5769907]
[paragraph, [86.0, 878.0, 290.0, 18.0], PtutUdMTeF, 5769907]
[paragraph, [80.0, 893.0, 313.0, 18.0], 9vYdLTBFdr, 5769907]
[paragraph, [80.0, 911.0, 313.0, 18.0], 9vYdLTBFdr, 5769907]
[paragraph, [80.0, 929.0, 313.0, 18.0], 9vYdLTBFdr, 5769907]
[paragraph, [80.0, 947.0, 313.0, 18.0], 9vYdLTBFdr, 5769907]
[paragraph, [80.0, 965.0, 313.0, 18.0], 9vYdLTBFdr, 5769907]
[paragraph, [80.0, 983.0, 313.0, 18.0], 9vYdLTBFdr, 5769907]
[paragraph, [89.0, 1004.0, 338.0, 18.0], buvghMq0-X, 5769907]
[paragraph, [89.0, 1022.0, 338.0, 18.0], buvghMq0-X, 5769907]
[paragraph, [89.0, 1040.0, 338.0, 18.0], buvghMq0-X, 5769907]
[paragraph, [89.0, 1058.0, 338.0, 18.0], buvghMq0-X, 5769907]
[paragraph, [89.0, 1076.0, 338.0, 18.0], buvghMq0-X, 5769907]
[paragraph, [89.0, 1094.0, 338.0, 18.0], buvghMq0-X, 5769907]
[paragraph, [89.0, 1112.0, 338.0, 18.0], buvghMq0-X, 5769907]
[paragraph, [89.0, 1130.0, 338.0, 18.0], buvghMq0-X, 5769907]
[paragraph, [88.0, 1145.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1163.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1181.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1199.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1217.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1235.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1253.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1271.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1289.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1307.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1325.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1343.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
[paragraph, [88.0, 1361.0, 312.0, 18.0], gf3_eDqfMq, 5769907]
