[2067, 1567]
[folio, [1083.0, 195.0, 283.0, 36.0], Urr9pcXZVw, 5735660]
[paragraph, [791.0, 1318.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
[paragraph, [791.0, 1354.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
[paragraph, [791.0, 1390.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
[paragraph, [791.0, 1426.0, 580.0, 36.0], shoonya_2sOM3CKM8VSCUI, 5735660]
[paragraph, [192.0, 1184.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1220.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1256.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1292.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1328.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1364.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1400.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1436.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1472.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1508.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[paragraph, [192.0, 1544.0, 582.0, 36.0], shoonya_0sP5E0PIVA0NPK, 5735660]
[sidebar, [1413.0, 1465.0, 130.0, 36.0], shoonya_12s2HQOM5XN3UV, 5735660]
[paragraph, [793.0, 1496.0, 577.0, 36.0], shoonya_9s1EEBBN5R935O, 5735660]
[paragraph, [793.0, 1532.0, 577.0, 36.0], shoonya_9s1EEBBN5R935O, 5735660]
[paragraph, [793.0, 1568.0, 577.0, 36.0], shoonya_9s1EEBBN5R935O, 5735660]
[paragraph, [793.0, 1604.0, 577.0, 36.0], shoonya_9s1EEBBN5R935O, 5735660]
[paragraph, [793.0, 1640.0, 577.0, 36.0], shoonya_9s1EEBBN5R935O, 5735660]
[paragraph, [793.0, 1676.0, 577.0, 36.0], shoonya_9s1EEBBN5R935O, 5735660]
[paragraph, [193.0, 1584.0, 581.0, 36.0], shoonya_6sE4ZFGO1KS8PN, 5735660]
[paragraph, [193.0, 1620.0, 581.0, 36.0], shoonya_6sE4ZFGO1KS8PN, 5735660]
[paragraph, [193.0, 1656.0, 581.0, 36.0], shoonya_6sE4ZFGO1KS8PN, 5735660]
[paragraph, [193.0, 1692.0, 581.0, 36.0], shoonya_6sE4ZFGO1KS8PN, 5735660]
[paragraph, [193.0, 1728.0, 581.0, 36.0], shoonya_6sE4ZFGO1KS8PN, 5735660]
[paragraph, [193.0, 1764.0, 581.0, 36.0], shoonya_6sE4ZFGO1KS8PN, 5735660]
[author, [1168.0, 1718.0, 202.0, 36.0], shoonya_14sTB3C5RLSBU6, 5735660]
[folio, [197.0, 1824.0, 226.0, 36.0], lGe2JVplbQ, 5735660]
