[3968, 2806]
[paragraph, [1400.0, 224.0, 1190.0, 52.5], shoonya_0sULGC0LI3OA7T, 5683617]
[paragraph, [160.0, 1034.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1087.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1139.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1192.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1244.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1297.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1349.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1402.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1454.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1507.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1559.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1612.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1664.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1717.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1769.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1822.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1874.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1927.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 1979.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 2032.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 2084.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 2137.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 2189.5, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [160.0, 2242.0, 1195.0, 52.5], shoonya_1sIJVGBNPVMYTG, 5683617]
[paragraph, [1407.0, 1975.0, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2027.5, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2080.0, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2132.5, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2185.0, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2237.5, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2290.0, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2342.5, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2395.0, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2447.5, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [1407.0, 2500.0, 1191.0, 52.5], shoonya_7sIBOMWFLZ8ERA, 5683617]
[paragraph, [188.0, 2343.0, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2395.5, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2448.0, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2500.5, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2553.0, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2605.5, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2658.0, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2710.5, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2763.0, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[paragraph, [188.0, 2815.5, 1172.0, 52.5], shoonya_3sLX9TMU4MSU43, 5683617]
[figure-caption, [858.0, 3376.0, 1085.0, 52.5], s9QiXlYgF1, 5683617]
[figure-caption, [858.0, 3428.5, 1085.0, 52.5], s9QiXlYgF1, 5683617]
[figure-caption, [858.0, 3481.0, 1085.0, 52.5], s9QiXlYgF1, 5683617]
[figure-caption, [858.0, 3533.5, 1085.0, 52.5], s9QiXlYgF1, 5683617]
[figure-caption, [858.0, 3586.0, 1085.0, 52.5], s9QiXlYgF1, 5683617]
[figure-caption, [858.0, 3638.5, 1085.0, 52.5], s9QiXlYgF1, 5683617]
[folio, [263.0, 3815.0, 706.0, 52.5], shoonya_5sDPUWB9YCB3D9, 5683617]
