[2230, 1704]
[paragraph, [1076.0, 159.0, 553.0, 36.0], shoonya_0sXR6CW35QAXZH, 5653979]
[paragraph, [14.0, 309.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 345.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 381.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 417.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 453.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 489.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 525.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 561.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 597.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 633.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 669.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 705.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 741.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 777.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 813.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 849.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 885.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[paragraph, [14.0, 921.0, 592.0, 36.0], shoonya_1sZ8LI02M8GE5K, 5653979]
[sidebar, [613.0, 197.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 233.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 269.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 305.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 341.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 377.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 413.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 449.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 485.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 521.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 557.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 593.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 629.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 665.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 701.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 737.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 773.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 809.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 845.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[sidebar, [613.0, 881.0, 451.0, 36.0], shoonya_4sLK0J728QZS5T, 5653979]
[paragraph, [54.0, 975.0, 776.0, 36.0], shoonya_6sXX9ZDITJO7XI, 5653979]
[paragraph, [54.0, 1011.0, 776.0, 36.0], shoonya_6sXX9ZDITJO7XI, 5653979]
[paragraph, [54.0, 1047.0, 776.0, 36.0], shoonya_6sXX9ZDITJO7XI, 5653979]
[paragraph, [54.0, 1083.0, 776.0, 36.0], shoonya_6sXX9ZDITJO7XI, 5653979]
[paragraph, [858.0, 977.0, 767.0, 36.0], shoonya_5s5IJIJF9ZTD2J, 5653979]
[paragraph, [858.0, 1013.0, 767.0, 36.0], shoonya_5s5IJIJF9ZTD2J, 5653979]
[paragraph, [858.0, 1049.0, 767.0, 36.0], shoonya_5s5IJIJF9ZTD2J, 5653979]
[paragraph, [858.0, 1085.0, 767.0, 36.0], shoonya_5s5IJIJF9ZTD2J, 5653979]
[paragraph, [858.0, 1121.0, 767.0, 36.0], shoonya_5s5IJIJF9ZTD2J, 5653979]
[paragraph, [66.0, 1117.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1153.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1189.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1225.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1261.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1297.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1333.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1369.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1405.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1441.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1477.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1513.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1549.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1585.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1621.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1657.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1693.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1729.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1765.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1801.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1837.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1873.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1909.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [66.0, 1945.0, 792.0, 36.0], shoonya_3sGZ8WWOMCMVT6, 5653979]
[paragraph, [869.0, 1163.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1199.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1235.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1271.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1307.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1343.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1379.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1415.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1451.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1487.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1523.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1559.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1595.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1631.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1667.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1703.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1739.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1775.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1811.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1847.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1883.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1919.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1955.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 1991.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 2027.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 2063.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [869.0, 2099.0, 777.0, 36.0], shoonya_2sL35CHBRBB0I9, 5653979]
[paragraph, [63.0, 1979.0, 805.0, 36.0], Qw4-d26hkv, 5653979]
[paragraph, [63.0, 2015.0, 805.0, 36.0], Qw4-d26hkv, 5653979]
[paragraph, [63.0, 2051.0, 805.0, 36.0], Qw4-d26hkv, 5653979]
[paragraph, [63.0, 2087.0, 805.0, 36.0], Qw4-d26hkv, 5653979]
[folio, [789.0, 2134.0, 171.0, 36.0], shoonya_8sHB0RV9SJA7ST, 5653979]
