[1002, 614]
[folio, [277.0, 92.0, 96.0, 18.0], vzcrSo988I, 5756731]
[sub-ordered-list, [105.0, 450.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 468.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[sub-ordered-list, [105.0, 486.0, 445.0, 18.0], 9oQU7N0bbi, 5756731]
[subsub-ordered-list, [121.0, 304.0, 424.0, 18.0], N-VTDPMR2x, 5756731]
[subsub-ordered-list, [121.0, 322.0, 424.0, 18.0], N-VTDPMR2x, 5756731]
[subsub-ordered-list, [121.0, 340.0, 424.0, 18.0], N-VTDPMR2x, 5756731]
[subsub-ordered-list, [121.0, 358.0, 424.0, 18.0], N-VTDPMR2x, 5756731]
[subsub-ordered-list, [121.0, 376.0, 424.0, 18.0], N-VTDPMR2x, 5756731]
[subsub-ordered-list, [122.0, 422.0, 406.0, 18.0], dJEcr1dd9x, 5756731]
[subsub-ordered-list, [122.0, 440.0, 406.0, 18.0], dJEcr1dd9x, 5756731]
[subsub-ordered-list, [122.0, 458.0, 406.0, 18.0], dJEcr1dd9x, 5756731]
[subsub-ordered-list, [122.0, 476.0, 406.0, 18.0], dJEcr1dd9x, 5756731]
[sub-ordered-list, [112.0, 524.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 542.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 560.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 578.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 596.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 614.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 632.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 650.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 668.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 686.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 704.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[sub-ordered-list, [112.0, 722.0, 463.0, 18.0], 5SPxN9zF6M, 5756731]
[subsub-ordered-list, [124.0, 538.0, 429.0, 18.0], bnJWDkmPCi, 5756731]
[subsub-ordered-list, [124.0, 556.0, 429.0, 18.0], bnJWDkmPCi, 5756731]
[subsub-ordered-list, [124.0, 574.0, 429.0, 18.0], bnJWDkmPCi, 5756731]
[subsub-ordered-list, [124.0, 592.0, 429.0, 18.0], bnJWDkmPCi, 5756731]
[subsub-ordered-list, [123.0, 638.0, 443.0, 18.0], DABBjxDMA_, 5756731]
[subsub-ordered-list, [123.0, 656.0, 443.0, 18.0], DABBjxDMA_, 5756731]
[subsub-ordered-list, [123.0, 674.0, 443.0, 18.0], DABBjxDMA_, 5756731]
[subsub-ordered-list, [123.0, 692.0, 443.0, 18.0], DABBjxDMA_, 5756731]
[subsub-ordered-list, [123.0, 710.0, 443.0, 18.0], DABBjxDMA_, 5756731]
[subsub-ordered-list, [123.0, 728.0, 443.0, 18.0], DABBjxDMA_, 5756731]
[sub-ordered-list, [127.0, 754.0, 442.0, 18.0], KEIeGloTDN, 5756731]
[sub-ordered-list, [127.0, 772.0, 442.0, 18.0], KEIeGloTDN, 5756731]
[sub-ordered-list, [127.0, 790.0, 442.0, 18.0], KEIeGloTDN, 5756731]
[sub-ordered-list, [127.0, 808.0, 442.0, 18.0], KEIeGloTDN, 5756731]
[sub-ordered-list, [127.0, 826.0, 442.0, 18.0], KEIeGloTDN, 5756731]
[sub-ordered-list, [127.0, 844.0, 442.0, 18.0], KEIeGloTDN, 5756731]
[paragraph, [93.0, 892.0, 368.0, 18.0], 3GxJ7tsAAy, 5756731]
