[2241, 1733]
[paragraph, [26.0, 205.0, 772.0, 36.0], shoonya_0s6RD48UC7ZUYP, 5654745]
[paragraph, [824.0, 1906.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1942.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[paragraph, [824.0, 1978.0, 764.0, 36.0], shoonya_6s41EVSDH92VX4, 5654745]
[section-title, [234.0, 1450.0, 378.0, 52.5], shoonya_13sS1F4AJSBRRP, 5654745]
[paragraph, [44.0, 1539.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1575.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1611.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1647.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1683.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1719.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1755.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1791.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1827.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1863.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1899.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1935.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 1971.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 2007.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 2043.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[paragraph, [44.0, 2079.0, 765.0, 36.0], shoonya_2s03RKI1PKALRS, 5654745]
[author, [980.0, 2076.0, 598.0, 36.0], shoonya_8s8HKB3YUBDC4U, 5654745]
[folio, [731.0, 2135.0, 177.0, 36.0], shoonya_11sN81A7WEMLTE, 5654745]
