[2338, 1654]
[paragraph, [367.0, 133.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1105.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1141.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1177.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1213.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1249.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1285.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1321.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1357.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1393.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1429.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1465.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1501.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1537.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1573.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1609.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1645.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1681.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1717.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1753.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1789.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1825.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1861.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1897.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1933.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 1969.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 2005.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[paragraph, [367.0, 2041.0, 628.0, 36.0], shoonya_1sTQHIC9LEWIUB, 5753408]
[author, [955.0, 182.0, 418.0, 36.0], dzP3vXqFVA, 5753408]
[author, [994.0, 1241.0, 408.0, 36.0], shoonya_2sF87TTPOLG8KB, 5753408]
