[1625, 1211]
[headline, [344.0, 148.0, 529.0, 37.5], shoonya_1s8VVOYLHAUI3P, 5742292]
[paragraph, [69.0, 730.0, 344.0, 36.0], hnul_VBLzi, 5742292]
[paragraph, [69.0, 766.0, 344.0, 36.0], hnul_VBLzi, 5742292]
[paragraph, [69.0, 802.0, 344.0, 36.0], hnul_VBLzi, 5742292]
[paragraph, [71.0, 847.0, 341.0, 36.0], shoonya_4sT72U2PLGJZ4L, 5742292]
[paragraph, [71.0, 883.0, 341.0, 36.0], shoonya_4sT72U2PLGJZ4L, 5742292]
[paragraph, [71.0, 919.0, 341.0, 36.0], shoonya_4sT72U2PLGJZ4L, 5742292]
[paragraph, [71.0, 955.0, 341.0, 36.0], shoonya_4sT72U2PLGJZ4L, 5742292]
[paragraph, [798.0, 851.0, 338.0, 36.0], x30rFqVeSI, 5742292]
[paragraph, [798.0, 887.0, 338.0, 36.0], x30rFqVeSI, 5742292]
[paragraph, [798.0, 923.0, 338.0, 36.0], x30rFqVeSI, 5742292]
[paragraph, [798.0, 959.0, 338.0, 36.0], x30rFqVeSI, 5742292]
[paragraph, [436.0, 854.0, 341.0, 36.0], cD9_E7y2sS, 5742292]
[paragraph, [436.0, 890.0, 341.0, 36.0], cD9_E7y2sS, 5742292]
[paragraph, [436.0, 926.0, 341.0, 36.0], cD9_E7y2sS, 5742292]
[paragraph, [436.0, 962.0, 341.0, 36.0], cD9_E7y2sS, 5742292]
[paragraph, [802.0, 1006.0, 334.0, 36.0], 4jzlAuU_br, 5742292]
[paragraph, [802.0, 1042.0, 334.0, 36.0], 4jzlAuU_br, 5742292]
[paragraph, [802.0, 1078.0, 334.0, 36.0], 4jzlAuU_br, 5742292]
[paragraph, [802.0, 1114.0, 334.0, 36.0], 4jzlAuU_br, 5742292]
[paragraph, [802.0, 1150.0, 334.0, 36.0], 4jzlAuU_br, 5742292]
[paragraph, [802.0, 1186.0, 334.0, 36.0], 4jzlAuU_br, 5742292]
[paragraph, [433.0, 1015.0, 346.0, 36.0], vdUtqiLzDl, 5742292]
[paragraph, [433.0, 1051.0, 346.0, 36.0], vdUtqiLzDl, 5742292]
[paragraph, [433.0, 1087.0, 346.0, 36.0], vdUtqiLzDl, 5742292]
[paragraph, [72.0, 1020.0, 341.0, 36.0], SG01qq0rnN, 5742292]
[paragraph, [72.0, 1056.0, 341.0, 36.0], SG01qq0rnN, 5742292]
[paragraph, [72.0, 1092.0, 341.0, 36.0], SG01qq0rnN, 5742292]
[paragraph, [72.0, 1128.0, 341.0, 36.0], SG01qq0rnN, 5742292]
[paragraph, [72.0, 1164.0, 341.0, 36.0], SG01qq0rnN, 5742292]
[paragraph, [429.0, 1141.0, 349.0, 36.0], bkKRDj4UaG, 5742292]
[paragraph, [429.0, 1177.0, 349.0, 36.0], bkKRDj4UaG, 5742292]
[sub-headline, [533.0, 1239.0, 128.0, 36.0], xhxLBtEpRj, 5742292]
[paragraph, [75.0, 1242.0, 335.0, 36.0], XBbK0dy_SI, 5742292]
[paragraph, [75.0, 1278.0, 335.0, 36.0], XBbK0dy_SI, 5742292]
[paragraph, [75.0, 1314.0, 335.0, 36.0], XBbK0dy_SI, 5742292]
[paragraph, [799.0, 1260.0, 338.0, 36.0], ECjwTyALoY, 5742292]
[paragraph, [799.0, 1296.0, 338.0, 36.0], ECjwTyALoY, 5742292]
[paragraph, [799.0, 1332.0, 338.0, 36.0], ECjwTyALoY, 5742292]
[paragraph, [435.0, 1281.0, 343.0, 36.0], W_qbGtsEJS, 5742292]
[paragraph, [435.0, 1317.0, 343.0, 36.0], W_qbGtsEJS, 5742292]
[paragraph, [435.0, 1353.0, 343.0, 36.0], W_qbGtsEJS, 5742292]
[paragraph, [435.0, 1389.0, 343.0, 36.0], W_qbGtsEJS, 5742292]
[paragraph, [435.0, 1425.0, 343.0, 36.0], W_qbGtsEJS, 5742292]
[paragraph, [74.0, 1374.0, 341.0, 36.0], yv8I7-gmnT, 5742292]
[paragraph, [74.0, 1410.0, 341.0, 36.0], yv8I7-gmnT, 5742292]
[paragraph, [799.0, 1414.0, 340.0, 36.0], T-G2BdZO_s, 5742292]
