[886, 1282]
[section-title, [82.0, 78.0, 806.0, 30.0], shoonya_2sRE83SKD4M3N8, 5719447]
[figure-caption, [806.0, 437.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [806.0, 455.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [806.0, 473.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [806.0, 491.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [806.0, 509.0, 308.0, 18.0], -FYzt1Nrbq, 5719447]
[figure-caption, [400.0, 350.0, 328.0, 18.0], zpPDt5YR5-, 5719447]
[figure-caption, [400.0, 368.0, 328.0, 18.0], zpPDt5YR5-, 5719447]
[figure-caption, [400.0, 386.0, 328.0, 18.0], zpPDt5YR5-, 5719447]
[figure-caption, [400.0, 404.0, 328.0, 18.0], zpPDt5YR5-, 5719447]
[figure-caption, [400.0, 422.0, 328.0, 18.0], zpPDt5YR5-, 5719447]
[figure-caption, [400.0, 440.0, 328.0, 18.0], zpPDt5YR5-, 5719447]
[figure-caption, [400.0, 458.0, 328.0, 18.0], zpPDt5YR5-, 5719447]
[sub-headline, [75.0, 527.0, 368.0, 25.5], jH7q_9ca3-, 5719447]
[figure-caption, [222.0, 567.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 585.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 603.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 621.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 639.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 657.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 675.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 693.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 711.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 729.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 747.0, 198.0, 18.0], iC_82eteLd, 5719447]
[figure-caption, [222.0, 765.0, 198.0, 18.0], iC_82eteLd, 5719447]
[paragraph, [476.0, 575.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 593.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 611.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 629.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 647.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 665.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 683.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 701.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 719.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 737.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 755.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [476.0, 773.0, 260.0, 18.0], uR0aoiWNmh, 5719447]
[paragraph, [1019.0, 586.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 604.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 622.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 640.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 658.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 676.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 694.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 712.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 730.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
[paragraph, [1019.0, 748.0, 203.0, 18.0], mkq-SMLiFa, 5719447]
