[842, 595]
[paragraph, [300.0, 91.0, 244.0, 18.0], shoonya_3sVT93ZTCGVSVQ, 5742503]
[paragraph, [54.0, 706.0, 177.0, 18.0], shoonya_9s3ZSIOPVXRG9I, 5742503]
[paragraph, [372.0, 529.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 547.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 565.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 583.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 601.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 619.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 637.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 655.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 673.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[paragraph, [372.0, 691.0, 169.0, 18.0], shoonya_2sSEOK02NNPN49, 5742503]
[folio, [472.0, 740.0, 68.0, 18.0], shoonya_13sU6RDNRTEU09, 5742503]
