[6000, 4167]
[folio, [1125.0, 593.0, 1817.0, 52.5], 4N-4a_p58B, 5721495]
[paragraph, [593.0, 3336.0, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3388.5, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3441.0, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3493.5, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3546.0, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3598.5, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [593.0, 3651.0, 2974.0, 52.5], qJoy3MWqXU, 5721495]
[paragraph, [592.0, 3736.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 3788.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 3841.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 3893.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 3946.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 3998.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4051.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4103.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4156.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4208.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4261.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4313.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4366.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4418.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4471.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4523.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4576.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4628.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4681.0, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [592.0, 4733.5, 2992.0, 52.5], shoonya_1sH5CEBLPP29RT, 5721495]
[paragraph, [597.0, 4938.0, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
[paragraph, [597.0, 4990.5, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
[paragraph, [597.0, 5043.0, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
[paragraph, [597.0, 5095.5, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
[paragraph, [597.0, 5148.0, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
[paragraph, [597.0, 5200.5, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
[paragraph, [597.0, 5253.0, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
[paragraph, [597.0, 5305.5, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
[paragraph, [597.0, 5358.0, 2991.0, 52.5], shoonya_3s9IGNFZSUT8RL, 5721495]
