[1823, 1375]
[folio, [499.0, 105.0, 358.0, 36.0], shoonya_1sIBQEPAQQPPVG, 5683878]
[paragraph, [696.0, 606.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 642.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 678.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 714.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 750.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 786.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 822.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 858.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 894.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 930.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 966.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1002.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1038.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1074.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1110.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1146.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1182.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1218.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1254.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1290.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1326.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1362.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1398.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1434.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1470.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1506.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1542.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1578.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1614.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1650.0, 587.0, 36.0], z1axO3ma7I, 5683878]
[paragraph, [696.0, 1686.0, 587.0, 36.0], z1axO3ma7I, 5683878]
