[2200, 1656]
[paragraph, [783.0, 89.0, 799.0, 36.0], shoonya_3s21O7XD7I7HW6, 5654305]
[paragraph, [53.0, 1718.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1754.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1790.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1826.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[paragraph, [53.0, 1862.0, 730.0, 36.0], shoonya_4s11X3VWJ9JHL5, 5654305]
[contact-info, [1234.0, 1900.0, 367.0, 36.0], Wwc4wk7wX2, 5654305]
[contact-info, [1234.0, 1936.0, 367.0, 36.0], Wwc4wk7wX2, 5654305]
[contact-info, [1234.0, 1972.0, 367.0, 36.0], Wwc4wk7wX2, 5654305]
[contact-info, [1234.0, 2008.0, 367.0, 36.0], Wwc4wk7wX2, 5654305]
[paragraph, [51.0, 1910.0, 759.0, 36.0], shoonya_11sZ3LGGVFDO1N, 5654305]
[paragraph, [51.0, 1946.0, 759.0, 36.0], shoonya_11sZ3LGGVFDO1N, 5654305]
[paragraph, [51.0, 1982.0, 759.0, 36.0], shoonya_11sZ3LGGVFDO1N, 5654305]
[paragraph, [51.0, 2018.0, 759.0, 36.0], shoonya_11sZ3LGGVFDO1N, 5654305]
[paragraph, [51.0, 2054.0, 759.0, 36.0], shoonya_11sZ3LGGVFDO1N, 5654305]
[folio, [479.0, 2101.0, 691.0, 36.0], shoonya_10sX7M65J1SEXY, 5654305]
[folio, [479.0, 2137.0, 691.0, 36.0], shoonya_10sX7M65J1SEXY, 5654305]
