[1275, 1650]
[folio, [216.0, 113.0, 589.0, 18.0], r2382kK6La, 5763897]
[second-level-question, [827.0, 735.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 753.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 771.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 789.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 807.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 825.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 843.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 861.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 879.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 897.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 915.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 933.0, 744.0, 18.0], ttriQaiidm, 5763897]
[second-level-question, [827.0, 951.0, 744.0, 18.0], ttriQaiidm, 5763897]
[sidebar, [627.0, 878.0, 129.0, 18.0], pnR-0HL71e, 5763897]
[sidebar, [627.0, 896.0, 129.0, 18.0], pnR-0HL71e, 5763897]
[second-level-question, [76.0, 916.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[second-level-question, [76.0, 934.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[second-level-question, [76.0, 952.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[second-level-question, [76.0, 970.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[second-level-question, [76.0, 988.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[second-level-question, [76.0, 1006.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[second-level-question, [76.0, 1024.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[second-level-question, [76.0, 1042.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[second-level-question, [76.0, 1060.0, 721.0, 18.0], xeSlZ2yMQY, 5763897]
[folio, [1221.0, 1074.0, 369.0, 18.0], waqSlTg91T, 5763897]
[folio, [1221.0, 1092.0, 369.0, 18.0], waqSlTg91T, 5763897]
