[2241, 1733]
[paragraph, [848.0, 180.0, 766.0, 36.0], shoonya_8s9FUY5K5GEB46, 5654569]
[paragraph, [871.0, 1602.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1638.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1674.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1710.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1746.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1782.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1818.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [871.0, 1854.0, 755.0, 36.0], shoonya_5sR6VGTR64DKOP, 5654569]
[paragraph, [878.0, 1913.0, 767.0, 36.0], shoonya_6sR11IIP3A33JR, 5654569]
[paragraph, [878.0, 1949.0, 767.0, 36.0], shoonya_6sR11IIP3A33JR, 5654569]
[paragraph, [878.0, 1985.0, 767.0, 36.0], shoonya_6sR11IIP3A33JR, 5654569]
[paragraph, [878.0, 2021.0, 767.0, 36.0], shoonya_6sR11IIP3A33JR, 5654569]
[folio, [776.0, 2122.0, 186.0, 36.0], gwCOs5iDPp, 5654569]
