[720, 504]
[folio, [39.0, 86.0, 269.0, 18.0], shoonya_6s0XRUM1AWCHSE, 5652620]
[paragraph, [247.0, 408.0, 202.0, 18.0], shoonya_0sUJ6TST32LC50, 5652620]
[paragraph, [36.0, 412.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 430.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 448.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 466.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 484.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 502.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 520.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 538.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 556.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 574.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 592.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [36.0, 610.0, 202.0, 18.0], shoonya_1sMFDGYO5UCQKG, 5652620]
[paragraph, [248.0, 429.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 447.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 465.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 483.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 501.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 519.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 537.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 555.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 573.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 591.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[paragraph, [248.0, 609.0, 202.0, 18.0], shoonya_3s09642QQ44PBH, 5652620]
[footnote, [210.0, 679.0, 85.0, 18.0], g2CJqkpnHB, 5652620]
