[2339, 1656]
[paragraph, [120.0, 95.0, 714.0, 36.0], shoonya_0s92FSVLZOJYGL, 5749924]
[paragraph, [873.0, 1288.0, 715.0, 36.0], b6A4vaL8ZF, 5749924]
[paragraph, [873.0, 1324.0, 715.0, 36.0], b6A4vaL8ZF, 5749924]
[paragraph, [913.0, 1394.0, 610.0, 36.0], jmw37Mtn7q, 5749924]
[paragraph, [913.0, 1446.0, 664.0, 36.0], 6zDbjeLqnM, 5749924]
[paragraph, [915.0, 1502.0, 664.0, 36.0], 7Qvrx8biH5, 5749924]
[paragraph, [871.0, 1556.0, 713.0, 36.0], lU_ymWNFNu, 5749924]
[paragraph, [871.0, 1592.0, 713.0, 36.0], lU_ymWNFNu, 5749924]
[paragraph, [906.0, 1664.0, 545.0, 36.0], mVbVC0D5pE, 5749924]
[paragraph, [906.0, 1717.0, 410.0, 36.0], 2A4IcaO7N5, 5749924]
[paragraph, [908.0, 1774.0, 653.0, 36.0], OYuUKxWkCE, 5749924]
[paragraph, [904.0, 1828.0, 670.0, 36.0], 2-hmN0s6ld, 5749924]
[paragraph, [861.0, 1878.0, 724.0, 36.0], nQ8PzHa9aA, 5749924]
[paragraph, [861.0, 1914.0, 724.0, 36.0], nQ8PzHa9aA, 5749924]
[paragraph, [861.0, 1950.0, 724.0, 36.0], nQ8PzHa9aA, 5749924]
[paragraph, [861.0, 1986.0, 724.0, 36.0], nQ8PzHa9aA, 5749924]
[paragraph, [937.0, 2033.0, 572.0, 36.0], zogb8r1QCx, 5749924]
