[4767, 3325]
[folio, [289.0, 352.0, 716.0, 52.5], 5wxzCtb_VY, 5709787]
[paragraph, [257.0, 2074.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2127.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2179.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2232.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2284.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2337.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2389.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2442.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2494.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2547.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2599.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2652.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2704.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2757.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2809.5, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [257.0, 2862.0, 2479.0, 52.5], shoonya_0sU7QJ3TXUKQ6W, 5709787]
[paragraph, [272.0, 2975.0, 2478.0, 52.5], Yf3RiDV6HZ, 5709787]
[paragraph, [272.0, 3027.5, 2478.0, 52.5], Yf3RiDV6HZ, 5709787]
[paragraph, [272.0, 3080.0, 2478.0, 52.5], Yf3RiDV6HZ, 5709787]
[paragraph, [272.0, 3132.5, 2478.0, 52.5], Yf3RiDV6HZ, 5709787]
[paragraph, [272.0, 3185.0, 2478.0, 52.5], Yf3RiDV6HZ, 5709787]
[paragraph, [272.0, 3237.5, 2478.0, 52.5], Yf3RiDV6HZ, 5709787]
[paragraph, [276.0, 3340.0, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [276.0, 3392.5, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [276.0, 3445.0, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [276.0, 3497.5, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [276.0, 3550.0, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [276.0, 3602.5, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [276.0, 3655.0, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [276.0, 3707.5, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [276.0, 3760.0, 2476.0, 52.5], Ie4CB8CeDD, 5709787]
[paragraph, [287.0, 3813.0, 2474.0, 52.5], e6lj48VjNW, 5709787]
[paragraph, [287.0, 3865.5, 2474.0, 52.5], e6lj48VjNW, 5709787]
[paragraph, [287.0, 3918.0, 2474.0, 52.5], e6lj48VjNW, 5709787]
[paragraph, [287.0, 3970.5, 2474.0, 52.5], e6lj48VjNW, 5709787]
[paragraph, [287.0, 4023.0, 2474.0, 52.5], e6lj48VjNW, 5709787]
[paragraph, [287.0, 4075.5, 2474.0, 52.5], e6lj48VjNW, 5709787]
[paragraph, [287.0, 4128.0, 2474.0, 52.5], e6lj48VjNW, 5709787]
