[1468, 909]
[folio, [374.0, 76.0, 152.0, 18.0], 5fX5Ox0wie, 5769854]
[paragraph, [79.0, 1081.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1099.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1117.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1135.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1153.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1171.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1189.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1207.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1225.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1243.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1261.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1279.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1297.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1315.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1333.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1351.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [79.0, 1369.0, 372.0, 18.0], 8aSfPwifng, 5769854]
[paragraph, [456.0, 1096.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1114.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1132.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1150.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1168.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1186.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1204.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1222.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1240.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1258.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1276.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1294.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1312.0, 380.0, 18.0], siIPmnbugd, 5769854]
[paragraph, [456.0, 1330.0, 380.0, 18.0], siIPmnbugd, 5769854]
[reference, [731.0, 1360.0, 97.0, 18.0], 7WSpFRxBUh, 5769854]
