[1357, 822]
[folio, [69.0, 49.0, 155.0, 18.0], shoonya_0s61U1V42TTLKS, 5782050]
[ordered-list, [82.0, 741.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[ordered-list, [82.0, 759.0, 666.0, 18.0], Hreo5Wgbrp, 5782050]
[sub-ordered-list, [89.0, 450.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 468.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 486.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 504.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 522.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 540.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 558.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 576.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 594.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 612.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 630.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 648.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 666.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 684.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 702.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 720.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 738.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[sub-ordered-list, [89.0, 756.0, 661.0, 18.0], 5UuAP7FG9w, 5782050]
[subsub-ordered-list, [88.0, 595.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 613.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 631.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 649.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 667.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 685.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 703.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 721.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 739.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[subsub-ordered-list, [88.0, 757.0, 658.0, 18.0], VIxMMkmA3f, 5782050]
[figure-caption, [452.0, 1059.0, 278.0, 18.0], o2RHOueRjv, 5782050]
[figure-caption, [175.0, 1083.0, 201.0, 18.0], dDn3Kot9HB, 5782050]
[figure-caption, [175.0, 1101.0, 201.0, 18.0], dDn3Kot9HB, 5782050]
[figure-caption, [175.0, 1119.0, 201.0, 18.0], dDn3Kot9HB, 5782050]
[figure-caption, [175.0, 1137.0, 201.0, 18.0], dDn3Kot9HB, 5782050]
[figure-caption, [175.0, 1155.0, 201.0, 18.0], dDn3Kot9HB, 5782050]
[figure-caption, [175.0, 1173.0, 201.0, 18.0], dDn3Kot9HB, 5782050]
[figure-caption, [487.0, 1083.0, 148.0, 18.0], npHKPzh2gU, 5782050]
[figure-caption, [487.0, 1101.0, 148.0, 18.0], npHKPzh2gU, 5782050]
[figure-caption, [487.0, 1119.0, 148.0, 18.0], npHKPzh2gU, 5782050]
[figure-caption, [487.0, 1137.0, 148.0, 18.0], npHKPzh2gU, 5782050]
[figure-caption, [487.0, 1155.0, 148.0, 18.0], npHKPzh2gU, 5782050]
[sidebar, [619.0, 1191.0, 121.0, 18.0], WmrE-yy8CE, 5782050]
[figure-caption, [93.0, 1208.0, 647.0, 18.0], os2PHP2aMf, 5782050]
