[872, 605]
[section-title, [265.0, 28.0, 72.0, 30.0], 0hYonC4kHo, 6456903]
[paragraph, [384.0, 495.0, 156.0, 18.0], DAC2_bnpGT, 6456903]
[paragraph, [303.0, 515.0, 246.0, 18.0], LutXiiucbn, 6456903]
[paragraph, [303.0, 533.0, 246.0, 18.0], LutXiiucbn, 6456903]
[paragraph, [315.0, 551.0, 189.0, 18.0], 8FauX2Kni8, 6456903]
[paragraph, [300.0, 571.0, 232.0, 18.0], nizFpojiTF, 6456903]
[paragraph, [66.0, 591.0, 149.0, 18.0], LiUJxVSVMl, 6456903]
[paragraph, [299.0, 591.0, 251.0, 18.0], umbhqaE6ws, 6456903]
[paragraph, [299.0, 609.0, 251.0, 18.0], umbhqaE6ws, 6456903]
[paragraph, [50.0, 611.0, 223.0, 18.0], kriP5MOFH1, 6456903]
[paragraph, [301.0, 630.0, 249.0, 18.0], S4Ja4PKqZz, 6456903]
[paragraph, [301.0, 648.0, 249.0, 18.0], S4Ja4PKqZz, 6456903]
[paragraph, [48.0, 631.0, 228.0, 18.0], oCdso83Yr4, 6456903]
[paragraph, [53.0, 658.0, 250.0, 18.0], EuBvlQfhkR, 6456903]
[paragraph, [53.0, 676.0, 250.0, 18.0], EuBvlQfhkR, 6456903]
[paragraph, [53.0, 694.0, 250.0, 18.0], EuBvlQfhkR, 6456903]
[paragraph, [53.0, 712.0, 250.0, 18.0], EuBvlQfhkR, 6456903]
[paragraph, [53.0, 730.0, 250.0, 18.0], EuBvlQfhkR, 6456903]
[paragraph, [303.0, 671.0, 248.0, 18.0], 4J63sq1pp2, 6456903]
[paragraph, [302.0, 686.0, 56.0, 18.0], Cxq32I348K, 6456903]
[paragraph, [305.0, 706.0, 248.0, 18.0], EBbETx88IX, 6456903]
[paragraph, [305.0, 724.0, 248.0, 18.0], EBbETx88IX, 6456903]
[paragraph, [305.0, 742.0, 248.0, 18.0], EBbETx88IX, 6456903]
[paragraph, [305.0, 760.0, 248.0, 18.0], EBbETx88IX, 6456903]
[folio, [50.0, 747.0, 254.0, 18.0], hdYfOsPimy, 6456903]
[folio, [50.0, 765.0, 254.0, 18.0], hdYfOsPimy, 6456903]
[folio, [50.0, 783.0, 254.0, 18.0], hdYfOsPimy, 6456903]
[folio, [50.0, 801.0, 254.0, 18.0], hdYfOsPimy, 6456903]
[folio, [50.0, 819.0, 254.0, 18.0], hdYfOsPimy, 6456903]
[folio, [305.0, 783.0, 245.0, 18.0], CqtFBIktu2, 6456903]
[folio, [305.0, 801.0, 245.0, 18.0], CqtFBIktu2, 6456903]
[folio, [305.0, 819.0, 245.0, 18.0], CqtFBIktu2, 6456903]
