[3690, 2970]
[folio, [1135.0, 123.0, 702.0, 52.5], shoonya_7sGMLTG9M26OSX, 5697676]
[sub-unordered-list, [486.0, 482.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 500.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 518.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 536.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 554.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 572.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 590.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 608.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 626.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 644.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 662.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 680.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 698.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 716.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 734.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 752.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 770.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 788.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 806.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 824.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [486.0, 842.0, 1213.0, 18.0], shoonya_0sT1O5DQN4EDMG, 5697676]
[sub-unordered-list, [482.0, 983.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1001.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1019.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1037.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1055.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1073.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1091.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1109.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1127.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1145.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1163.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1181.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1199.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1217.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1235.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1253.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1271.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1289.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1307.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1325.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1343.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1361.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1379.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1397.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1415.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1433.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1451.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1469.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1487.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1505.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [482.0, 1523.0, 2072.0, 18.0], shoonya_2sJ4HZJ6RGTBZZ, 5697676]
[sub-unordered-list, [495.0, 1667.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [495.0, 1685.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [495.0, 1703.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [495.0, 1721.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [495.0, 1739.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [495.0, 1757.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [495.0, 1775.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [495.0, 1793.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [495.0, 1811.0, 1216.0, 18.0], shoonya_3sD5QG3FNYHSO0, 5697676]
[sub-unordered-list, [482.0, 2067.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2085.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2103.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2121.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2139.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2157.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2175.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2193.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2211.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2229.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2247.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2265.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2283.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2301.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2319.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2337.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2355.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2373.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2391.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2409.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2427.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2445.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2463.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2481.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2499.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2517.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2535.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2553.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2571.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2589.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2607.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
[sub-unordered-list, [482.0, 2625.0, 1344.0, 18.0], shoonya_1s49ZVHB7FSELR, 5697676]
