[872, 605]
[section-title, [254.0, 30.0, 100.0, 30.0], vV9R_9PYbf, 6456936]
[paragraph, [38.0, 480.0, 263.0, 18.0], shoonya_0sS8QC2C2THGLK, 6456936]
[paragraph, [38.0, 498.0, 263.0, 18.0], shoonya_0sS8QC2C2THGLK, 6456936]
[paragraph, [38.0, 516.0, 263.0, 18.0], shoonya_0sS8QC2C2THGLK, 6456936]
[paragraph, [38.0, 534.0, 263.0, 18.0], shoonya_0sS8QC2C2THGLK, 6456936]
[paragraph, [38.0, 552.0, 263.0, 18.0], shoonya_0sS8QC2C2THGLK, 6456936]
[paragraph, [38.0, 570.0, 263.0, 18.0], shoonya_0sS8QC2C2THGLK, 6456936]
[paragraph, [38.0, 588.0, 263.0, 18.0], shoonya_0sS8QC2C2THGLK, 6456936]
[paragraph, [300.0, 66.0, 262.0, 18.0], InM9umvSTp, 6456936]
[paragraph, [300.0, 84.0, 262.0, 18.0], InM9umvSTp, 6456936]
[paragraph, [300.0, 102.0, 262.0, 18.0], InM9umvSTp, 6456936]
[reference, [303.0, 130.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 148.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 166.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 184.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 202.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 220.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 238.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 256.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 274.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 292.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 310.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 328.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 346.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 364.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 382.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 400.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 418.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 436.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 454.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 472.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 490.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 508.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 526.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 544.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 562.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 580.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 598.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 616.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 634.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 652.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 670.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 688.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 706.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 724.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 742.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 760.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 778.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 796.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [303.0, 814.0, 265.0, 18.0], HH5o_ekR5x, 6456936]
[reference, [36.0, 618.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 636.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 654.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 672.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 690.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 708.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 726.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 744.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 762.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 780.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 798.0, 266.0, 18.0], lpd9AHngmX, 6456936]
[reference, [36.0, 816.0, 266.0, 18.0], lpd9AHngmX, 6456936]
