[2009, 1386]
[paragraph, [20.0, 61.0, 627.0, 36.0], shoonya_2sZH7HVJ8G7TEJ, 5654773]
[paragraph, [20.0, 1102.0, 351.0, 36.0], shoonya_3s6IA3TMCGI9DW, 5654773]
[paragraph, [20.0, 1138.0, 351.0, 36.0], shoonya_3s6IA3TMCGI9DW, 5654773]
[paragraph, [20.0, 1174.0, 351.0, 36.0], shoonya_3s6IA3TMCGI9DW, 5654773]
[paragraph, [20.0, 1210.0, 351.0, 36.0], shoonya_3s6IA3TMCGI9DW, 5654773]
[paragraph, [939.0, 957.0, 351.0, 36.0], yTZKGoFszI, 5654773]
[paragraph, [939.0, 993.0, 351.0, 36.0], yTZKGoFszI, 5654773]
[paragraph, [939.0, 1029.0, 351.0, 36.0], yTZKGoFszI, 5654773]
[paragraph, [939.0, 1065.0, 351.0, 36.0], yTZKGoFszI, 5654773]
[paragraph, [939.0, 1101.0, 351.0, 36.0], yTZKGoFszI, 5654773]
[paragraph, [939.0, 1137.0, 351.0, 36.0], yTZKGoFszI, 5654773]
[paragraph, [939.0, 1173.0, 351.0, 36.0], yTZKGoFszI, 5654773]
[paragraph, [664.0, 1232.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1268.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1304.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1340.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1376.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1412.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1448.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1484.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1520.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1556.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1592.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1628.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [664.0, 1664.0, 621.0, 36.0], 60Gz9UUHP0, 5654773]
[paragraph, [25.0, 1238.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1274.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1310.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1346.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1382.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1418.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1454.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1490.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1526.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1562.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1598.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1634.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1670.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1706.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1742.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1778.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1814.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [25.0, 1850.0, 634.0, 36.0], shoonya_1sYTP46CPO8UNO, 5654773]
[paragraph, [670.0, 1704.0, 653.0, 36.0], kg-qc-RnKX, 5654773]
[paragraph, [670.0, 1740.0, 653.0, 36.0], kg-qc-RnKX, 5654773]
[paragraph, [670.0, 1776.0, 653.0, 36.0], kg-qc-RnKX, 5654773]
[paragraph, [670.0, 1812.0, 653.0, 36.0], kg-qc-RnKX, 5654773]
[paragraph, [670.0, 1848.0, 653.0, 36.0], kg-qc-RnKX, 5654773]
[folio, [1128.0, 1919.0, 102.0, 36.0], fQkGofJC3H, 5654773]
[folio, [484.0, 1920.0, 363.0, 36.0], TcgvxjyEde, 5654773]
