[585, 406]
[paragraph, [64.0, 61.0, 330.0, 18.0], uFzk7q4VsD, 6496428]
[paragraph, [7863.0, 7376.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7394.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7412.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7430.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7448.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7466.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7484.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7502.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7520.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7538.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7556.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7574.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7592.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7610.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7628.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7646.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7664.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7682.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [7863.0, 7700.0, 37788.0, 18.0], shoonya_0sA0DYD3CIELOW, 6496428]
[paragraph, [8214.0, 30604.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30622.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30640.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30658.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30676.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30694.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30712.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30730.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30748.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30766.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30784.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30802.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30820.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30838.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30856.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30874.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30892.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30910.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30928.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30946.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30964.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 30982.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31000.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31018.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31036.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31054.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31072.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31090.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31108.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31126.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31144.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31162.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31180.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31198.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31216.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31234.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31252.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31270.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31288.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31306.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31324.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31342.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31360.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31378.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31396.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31414.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31432.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31450.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31468.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31486.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31504.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31522.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31540.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31558.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31576.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31594.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31612.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31630.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31648.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31666.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31684.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31702.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31720.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31738.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31756.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31774.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31792.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31810.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31828.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31846.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31864.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31882.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31900.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31918.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31936.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
[paragraph, [8214.0, 31954.0, 38135.0, 18.0], shoonya_1s7F3WLO71Z2VX, 6496428]
