[2200, 1680]
[paragraph, [86.0, 185.0, 752.0, 36.0], shoonya_0s41XQ42FRVFX0, 5654756]
[paragraph, [861.0, 1350.0, 736.0, 36.0], shoonya_4s2VJYT432AQAC, 5654756]
[paragraph, [861.0, 1386.0, 736.0, 36.0], shoonya_4s2VJYT432AQAC, 5654756]
[paragraph, [861.0, 1422.0, 736.0, 36.0], shoonya_4s2VJYT432AQAC, 5654756]
[paragraph, [861.0, 1458.0, 736.0, 36.0], shoonya_4s2VJYT432AQAC, 5654756]
[paragraph, [861.0, 1494.0, 736.0, 36.0], shoonya_4s2VJYT432AQAC, 5654756]
[paragraph, [861.0, 1530.0, 736.0, 36.0], shoonya_4s2VJYT432AQAC, 5654756]
[paragraph, [84.0, 1108.0, 763.0, 36.0], shoonya_2sILI41Y0HEGYO, 5654756]
[paragraph, [84.0, 1144.0, 763.0, 36.0], shoonya_2sILI41Y0HEGYO, 5654756]
[paragraph, [84.0, 1180.0, 763.0, 36.0], shoonya_2sILI41Y0HEGYO, 5654756]
[paragraph, [84.0, 1216.0, 763.0, 36.0], shoonya_2sILI41Y0HEGYO, 5654756]
[paragraph, [84.0, 1252.0, 763.0, 36.0], shoonya_2sILI41Y0HEGYO, 5654756]
[paragraph, [84.0, 1288.0, 763.0, 36.0], shoonya_2sILI41Y0HEGYO, 5654756]
[paragraph, [84.0, 1324.0, 763.0, 36.0], shoonya_2sILI41Y0HEGYO, 5654756]
[paragraph, [82.0, 1381.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1417.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1453.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1489.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1525.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1561.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1597.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1633.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1669.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1705.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1741.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1777.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1813.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1849.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [82.0, 1885.0, 759.0, 36.0], shoonya_3sQQ6STN1CRBGS, 5654756]
[paragraph, [860.0, 1578.0, 729.0, 36.0], shoonya_8s5RKUJT3S8TGY, 5654756]
[paragraph, [860.0, 1614.0, 729.0, 36.0], shoonya_8s5RKUJT3S8TGY, 5654756]
[paragraph, [860.0, 1650.0, 729.0, 36.0], shoonya_8s5RKUJT3S8TGY, 5654756]
[paragraph, [859.0, 1701.0, 732.0, 36.0], shoonya_10sF200O20MRE9, 5654756]
[paragraph, [859.0, 1737.0, 732.0, 36.0], shoonya_10sF200O20MRE9, 5654756]
[paragraph, [859.0, 1773.0, 732.0, 36.0], shoonya_10sF200O20MRE9, 5654756]
[paragraph, [859.0, 1809.0, 732.0, 36.0], shoonya_10sF200O20MRE9, 5654756]
[paragraph, [859.0, 1845.0, 732.0, 36.0], shoonya_10sF200O20MRE9, 5654756]
[contact-info, [1224.0, 1914.0, 396.0, 36.0], zgicvgu9NR, 5654756]
[contact-info, [1224.0, 1950.0, 396.0, 36.0], zgicvgu9NR, 5654756]
[contact-info, [1224.0, 1986.0, 396.0, 36.0], zgicvgu9NR, 5654756]
[contact-info, [1224.0, 2022.0, 396.0, 36.0], zgicvgu9NR, 5654756]
[paragraph, [80.0, 1934.0, 762.0, 36.0], shoonya_9sRJGAJA2OKN1M, 5654756]
[paragraph, [80.0, 1970.0, 762.0, 36.0], shoonya_9sRJGAJA2OKN1M, 5654756]
[paragraph, [80.0, 2006.0, 762.0, 36.0], shoonya_9sRJGAJA2OKN1M, 5654756]
[paragraph, [80.0, 2042.0, 762.0, 36.0], shoonya_9sRJGAJA2OKN1M, 5654756]
[folio, [750.0, 2086.0, 190.0, 36.0], aRj-Rm23F1, 5654756]
[footnote, [495.0, 2150.0, 688.0, 36.0], shoonya_12sK0PHSS1ZJ3L, 5654756]
