[2200, 1700]
[paragraph, [132.0, 191.0, 686.0, 36.0], shoonya_5sF0UH99OQ0ZJ8, 5752202]
[paragraph, [893.0, 1605.0, 671.0, 36.0], shoonya_2sDCZOTNX93P2S, 5752202]
[paragraph, [893.0, 1641.0, 671.0, 36.0], shoonya_2sDCZOTNX93P2S, 5752202]
[paragraph, [893.0, 1677.0, 671.0, 36.0], shoonya_2sDCZOTNX93P2S, 5752202]
[paragraph, [893.0, 1713.0, 671.0, 36.0], shoonya_2sDCZOTNX93P2S, 5752202]
[paragraph, [893.0, 1749.0, 671.0, 36.0], shoonya_2sDCZOTNX93P2S, 5752202]
[paragraph, [893.0, 1785.0, 671.0, 36.0], shoonya_2sDCZOTNX93P2S, 5752202]
[paragraph, [131.0, 1320.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1356.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1392.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1428.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1464.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1500.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1536.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1572.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1608.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1644.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1680.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1716.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1752.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1788.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1824.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1860.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1896.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1932.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [131.0, 1968.0, 688.0, 36.0], shoonya_1sG7D342BP5MEQ, 5752202]
[paragraph, [893.0, 1880.0, 673.0, 36.0], shoonya_8sMOGTSNSYL0Y6, 5752202]
[paragraph, [893.0, 1916.0, 673.0, 36.0], shoonya_8sMOGTSNSYL0Y6, 5752202]
