[6000, 4167]
[folio, [1338.0, 609.0, 1500.0, 52.5], 86fglLCjCc, 5721516]
[paragraph, [578.0, 3851.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3904.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 3956.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4009.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4061.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4114.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4166.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4219.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4271.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4324.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4376.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4429.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4481.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4534.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4586.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4639.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4691.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4744.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4796.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4849.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4901.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 4954.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 5006.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 5059.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 5111.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 5164.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 5216.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 5269.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 5321.5, 3010.0, 52.5], qWpkH21KuK, 5721516]
[paragraph, [578.0, 5374.0, 3010.0, 52.5], qWpkH21KuK, 5721516]
