[1372, 849]
[section-title, [250.0, 66.0, 350.0, 30.0], shoonya_3sA6IN1J1QOGXA, 5710456]
[paragraph, [71.0, 566.0, 703.0, 18.0], shoonya_5sUJB9H8YK71T2, 5710456]
[paragraph, [71.0, 584.0, 703.0, 18.0], shoonya_5sUJB9H8YK71T2, 5710456]
[paragraph, [71.0, 602.0, 703.0, 18.0], shoonya_5sUJB9H8YK71T2, 5710456]
[paragraph, [97.0, 624.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [97.0, 642.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [97.0, 660.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [97.0, 678.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [97.0, 696.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [97.0, 714.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [97.0, 732.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [97.0, 750.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [97.0, 768.0, 647.0, 18.0], shoonya_2sNMIDISDDJ6LT, 5710456]
[paragraph, [94.0, 798.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 816.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 834.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 852.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 870.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 888.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 906.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 924.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 942.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 960.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [94.0, 978.0, 654.0, 18.0], RBy45GrfGb, 5710456]
[paragraph, [65.0, 1003.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1021.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1039.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1057.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1075.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1093.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1111.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1129.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1147.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1165.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [65.0, 1183.0, 709.0, 18.0], FgPr2Gm7cx, 5710456]
[paragraph, [93.0, 1212.0, 666.0, 18.0], 5SbkbbNTPW, 5710456]
[paragraph, [93.0, 1230.0, 666.0, 18.0], 5SbkbbNTPW, 5710456]
[paragraph, [93.0, 1248.0, 666.0, 18.0], 5SbkbbNTPW, 5710456]
[paragraph, [93.0, 1266.0, 666.0, 18.0], 5SbkbbNTPW, 5710456]
[paragraph, [93.0, 1284.0, 666.0, 18.0], 5SbkbbNTPW, 5710456]
