[2180, 1639]
[section-title, [1325.0, 118.0, 313.0, 52.5], qayAJ4k3iT, 5654185]
[paragraph, [71.0, 955.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [71.0, 991.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [71.0, 1027.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [71.0, 1063.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [71.0, 1099.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [71.0, 1135.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [71.0, 1171.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [71.0, 1207.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [71.0, 1243.0, 752.0, 36.0], shoonya_1s4CFHK87BDBN9, 5654185]
[paragraph, [857.0, 1155.0, 746.0, 36.0], shoonya_2s6JADP2R2BU5F, 5654185]
[paragraph, [857.0, 1191.0, 746.0, 36.0], shoonya_2s6JADP2R2BU5F, 5654185]
[paragraph, [857.0, 1227.0, 746.0, 36.0], shoonya_2s6JADP2R2BU5F, 5654185]
[paragraph, [857.0, 1263.0, 746.0, 36.0], shoonya_2s6JADP2R2BU5F, 5654185]
[paragraph, [857.0, 1299.0, 746.0, 36.0], shoonya_2s6JADP2R2BU5F, 5654185]
[paragraph, [71.0, 1296.0, 755.0, 36.0], shoonya_9sASTDHW3O4LIX, 5654185]
[paragraph, [71.0, 1332.0, 755.0, 36.0], shoonya_9sASTDHW3O4LIX, 5654185]
[paragraph, [71.0, 1368.0, 755.0, 36.0], shoonya_9sASTDHW3O4LIX, 5654185]
[paragraph, [71.0, 1404.0, 755.0, 36.0], shoonya_9sASTDHW3O4LIX, 5654185]
[paragraph, [71.0, 1440.0, 755.0, 36.0], shoonya_9sASTDHW3O4LIX, 5654185]
[paragraph, [71.0, 1476.0, 755.0, 36.0], shoonya_9sASTDHW3O4LIX, 5654185]
[paragraph, [71.0, 1512.0, 755.0, 36.0], shoonya_9sASTDHW3O4LIX, 5654185]
[paragraph, [926.0, 1336.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [926.0, 1372.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [926.0, 1408.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [926.0, 1444.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [926.0, 1480.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [926.0, 1516.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [926.0, 1552.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [926.0, 1588.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [926.0, 1624.0, 632.0, 36.0], shoonya_13sDM1R2B5T4BJ, 5654185]
[paragraph, [145.0, 1528.0, 556.0, 36.0], Yr4SaPUC33, 5654185]
[paragraph, [145.0, 1564.0, 556.0, 36.0], Yr4SaPUC33, 5654185]
[paragraph, [89.0, 1596.0, 748.0, 36.0], TFNIBvGMbZ, 5654185]
[paragraph, [89.0, 1632.0, 748.0, 36.0], TFNIBvGMbZ, 5654185]
[paragraph, [89.0, 1668.0, 748.0, 36.0], TFNIBvGMbZ, 5654185]
[paragraph, [876.0, 1684.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [876.0, 1720.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [876.0, 1756.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [876.0, 1792.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [876.0, 1828.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [876.0, 1864.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [876.0, 1900.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [876.0, 1936.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [876.0, 1972.0, 751.0, 36.0], shoonya_5sYK8P9G0V6B9P, 5654185]
[paragraph, [87.0, 1695.0, 763.0, 36.0], FImdQH3o64, 5654185]
[paragraph, [87.0, 1731.0, 763.0, 36.0], FImdQH3o64, 5654185]
[paragraph, [96.0, 1787.0, 752.0, 36.0], uufcRbFwHH, 5654185]
[paragraph, [96.0, 1823.0, 752.0, 36.0], uufcRbFwHH, 5654185]
[paragraph, [96.0, 1859.0, 752.0, 36.0], uufcRbFwHH, 5654185]
[paragraph, [96.0, 1895.0, 752.0, 36.0], uufcRbFwHH, 5654185]
[paragraph, [96.0, 1931.0, 752.0, 36.0], uufcRbFwHH, 5654185]
[paragraph, [96.0, 1967.0, 752.0, 36.0], uufcRbFwHH, 5654185]
[paragraph, [96.0, 2003.0, 752.0, 36.0], uufcRbFwHH, 5654185]
[folio, [463.0, 2052.0, 721.0, 36.0], shoonya_17sOGX4S31JZ8G, 5654185]
[folio, [463.0, 2088.0, 721.0, 36.0], shoonya_17sOGX4S31JZ8G, 5654185]
[folio, [463.0, 2124.0, 721.0, 36.0], shoonya_17sOGX4S31JZ8G, 5654185]
