[2067, 1567]
[folio, [178.0, 193.0, 320.0, 36.0], kDzIESxmUo, 5735601]
[paragraph, [193.0, 1232.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1268.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1304.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1340.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1376.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1412.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1448.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[paragraph, [193.0, 1484.0, 578.0, 36.0], shoonya_0sRZCUWLBJ9FLD, 5735601]
[sidebar, [22.0, 968.0, 129.0, 36.0], shoonya_6s8PAK38L8IT22, 5735601]
[paragraph, [791.0, 1271.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1307.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1343.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1379.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1415.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1451.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1487.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1523.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1559.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1595.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1631.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1667.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1703.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1739.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [791.0, 1775.0, 581.0, 36.0], shoonya_3sNPG7R05J8QS2, 5735601]
[paragraph, [193.0, 1540.0, 577.0, 36.0], shoonya_4sM08R9XLUMVV0, 5735601]
[paragraph, [193.0, 1576.0, 577.0, 36.0], shoonya_4sM08R9XLUMVV0, 5735601]
[paragraph, [193.0, 1612.0, 577.0, 36.0], shoonya_4sM08R9XLUMVV0, 5735601]
[paragraph, [193.0, 1648.0, 577.0, 36.0], shoonya_4sM08R9XLUMVV0, 5735601]
[paragraph, [193.0, 1684.0, 577.0, 36.0], shoonya_4sM08R9XLUMVV0, 5735601]
[paragraph, [193.0, 1720.0, 577.0, 36.0], shoonya_4sM08R9XLUMVV0, 5735601]
[paragraph, [193.0, 1756.0, 577.0, 36.0], shoonya_4sM08R9XLUMVV0, 5735601]
[folio, [1138.0, 1824.0, 236.0, 36.0], ueGl4QJWEi, 5735601]
