[1320, 1176]
[folio, [937.0, 55.0, 172.0, 18.0], shoonya_9s19QZVO1QHRWD, 5694174]
[paragraph, [416.0, 433.0, 332.0, 18.0], shoonya_1s0JHESG8ZC2NX, 5694174]
[paragraph, [416.0, 451.0, 332.0, 18.0], shoonya_1s0JHESG8ZC2NX, 5694174]
[paragraph, [416.0, 469.0, 332.0, 18.0], shoonya_1s0JHESG8ZC2NX, 5694174]
[paragraph, [416.0, 487.0, 332.0, 18.0], shoonya_1s0JHESG8ZC2NX, 5694174]
[paragraph, [416.0, 505.0, 332.0, 18.0], shoonya_1s0JHESG8ZC2NX, 5694174]
[paragraph, [72.0, 434.0, 332.0, 18.0], shoonya_0sCNEWKD6D0VAQ, 5694174]
[paragraph, [72.0, 452.0, 332.0, 18.0], shoonya_0sCNEWKD6D0VAQ, 5694174]
[paragraph, [72.0, 470.0, 332.0, 18.0], shoonya_0sCNEWKD6D0VAQ, 5694174]
[paragraph, [72.0, 488.0, 332.0, 18.0], shoonya_0sCNEWKD6D0VAQ, 5694174]
[paragraph, [72.0, 506.0, 332.0, 18.0], shoonya_0sCNEWKD6D0VAQ, 5694174]
[paragraph, [72.0, 524.0, 332.0, 18.0], shoonya_0sCNEWKD6D0VAQ, 5694174]
[paragraph, [416.0, 529.0, 335.0, 18.0], AIB75FYAtO, 5694174]
[paragraph, [416.0, 547.0, 335.0, 18.0], AIB75FYAtO, 5694174]
[paragraph, [416.0, 565.0, 335.0, 18.0], AIB75FYAtO, 5694174]
[paragraph, [416.0, 583.0, 335.0, 18.0], AIB75FYAtO, 5694174]
[paragraph, [416.0, 601.0, 335.0, 18.0], AIB75FYAtO, 5694174]
[paragraph, [416.0, 619.0, 335.0, 18.0], AIB75FYAtO, 5694174]
[paragraph, [108.0, 548.0, 298.0, 18.0], shoonya_10s6E21A56Y8U0, 5694174]
[paragraph, [108.0, 566.0, 298.0, 18.0], shoonya_10s6E21A56Y8U0, 5694174]
[paragraph, [78.0, 601.0, 326.0, 18.0], shoonya_2sI32G3I1RBCPY, 5694174]
[paragraph, [78.0, 619.0, 326.0, 18.0], shoonya_2sI32G3I1RBCPY, 5694174]
[paragraph, [78.0, 637.0, 326.0, 18.0], shoonya_2sI32G3I1RBCPY, 5694174]
[paragraph, [78.0, 655.0, 326.0, 18.0], shoonya_2sI32G3I1RBCPY, 5694174]
[paragraph, [78.0, 673.0, 326.0, 18.0], shoonya_2sI32G3I1RBCPY, 5694174]
[paragraph, [78.0, 691.0, 326.0, 18.0], shoonya_2sI32G3I1RBCPY, 5694174]
[paragraph, [414.0, 645.0, 332.0, 18.0], shoonya_14sX6XYG5GBGVD, 5694174]
[paragraph, [414.0, 663.0, 332.0, 18.0], shoonya_14sX6XYG5GBGVD, 5694174]
[paragraph, [414.0, 681.0, 332.0, 18.0], shoonya_14sX6XYG5GBGVD, 5694174]
[paragraph, [414.0, 699.0, 332.0, 18.0], shoonya_14sX6XYG5GBGVD, 5694174]
[paragraph, [414.0, 717.0, 332.0, 18.0], shoonya_14sX6XYG5GBGVD, 5694174]
[paragraph, [71.0, 720.0, 338.0, 18.0], cUcOeJWRN9, 5694174]
[paragraph, [71.0, 738.0, 338.0, 18.0], cUcOeJWRN9, 5694174]
[paragraph, [71.0, 756.0, 338.0, 18.0], cUcOeJWRN9, 5694174]
[paragraph, [71.0, 774.0, 338.0, 18.0], cUcOeJWRN9, 5694174]
[paragraph, [71.0, 792.0, 338.0, 18.0], cUcOeJWRN9, 5694174]
[paragraph, [71.0, 810.0, 338.0, 18.0], cUcOeJWRN9, 5694174]
[paragraph, [71.0, 828.0, 338.0, 18.0], cUcOeJWRN9, 5694174]
[paragraph, [419.0, 754.0, 329.0, 18.0], Tel0umcKu_, 5694174]
[paragraph, [419.0, 772.0, 329.0, 18.0], Tel0umcKu_, 5694174]
[paragraph, [419.0, 790.0, 329.0, 18.0], Tel0umcKu_, 5694174]
[paragraph, [416.0, 814.0, 330.0, 18.0], _lhRSipCYw, 5694174]
[paragraph, [416.0, 832.0, 330.0, 18.0], _lhRSipCYw, 5694174]
[paragraph, [416.0, 850.0, 330.0, 18.0], _lhRSipCYw, 5694174]
[paragraph, [416.0, 868.0, 330.0, 18.0], _lhRSipCYw, 5694174]
[paragraph, [74.0, 866.0, 332.0, 18.0], 85lKCw6kaD, 5694174]
[paragraph, [74.0, 884.0, 332.0, 18.0], 85lKCw6kaD, 5694174]
[paragraph, [74.0, 902.0, 332.0, 18.0], 85lKCw6kaD, 5694174]
[paragraph, [74.0, 920.0, 332.0, 18.0], 85lKCw6kaD, 5694174]
[paragraph, [74.0, 938.0, 332.0, 18.0], 85lKCw6kaD, 5694174]
[paragraph, [413.0, 898.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [413.0, 916.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [413.0, 934.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [413.0, 952.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [413.0, 970.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [413.0, 988.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [413.0, 1006.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [413.0, 1024.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [413.0, 1042.0, 336.0, 18.0], WbNZVLgoXp, 5694174]
[paragraph, [72.0, 975.0, 330.0, 18.0], wV9fSzNrZL, 5694174]
[paragraph, [72.0, 993.0, 330.0, 18.0], wV9fSzNrZL, 5694174]
[paragraph, [72.0, 1011.0, 330.0, 18.0], wV9fSzNrZL, 5694174]
[paragraph, [72.0, 1029.0, 330.0, 18.0], wV9fSzNrZL, 5694174]
[paragraph, [72.0, 1047.0, 330.0, 18.0], wV9fSzNrZL, 5694174]
[paragraph, [416.0, 1070.0, 326.0, 18.0], YtVLmrECCe, 5694174]
[paragraph, [416.0, 1088.0, 326.0, 18.0], YtVLmrECCe, 5694174]
[paragraph, [416.0, 1106.0, 326.0, 18.0], YtVLmrECCe, 5694174]
[paragraph, [416.0, 1124.0, 326.0, 18.0], YtVLmrECCe, 5694174]
[paragraph, [416.0, 1142.0, 326.0, 18.0], YtVLmrECCe, 5694174]
[paragraph, [416.0, 1160.0, 326.0, 18.0], YtVLmrECCe, 5694174]
[paragraph, [416.0, 1178.0, 326.0, 18.0], YtVLmrECCe, 5694174]
[paragraph, [66.0, 1085.0, 336.0, 18.0], -7VEI63Gbt, 5694174]
[paragraph, [66.0, 1103.0, 336.0, 18.0], -7VEI63Gbt, 5694174]
[paragraph, [66.0, 1121.0, 336.0, 18.0], -7VEI63Gbt, 5694174]
[paragraph, [66.0, 1139.0, 336.0, 18.0], -7VEI63Gbt, 5694174]
[paragraph, [66.0, 1157.0, 336.0, 18.0], -7VEI63Gbt, 5694174]
[paragraph, [66.0, 1188.0, 333.0, 18.0], AI-A5V7TNS, 5694174]
[paragraph, [66.0, 1206.0, 333.0, 18.0], AI-A5V7TNS, 5694174]
[paragraph, [66.0, 1224.0, 333.0, 18.0], AI-A5V7TNS, 5694174]
[paragraph, [66.0, 1242.0, 333.0, 18.0], AI-A5V7TNS, 5694174]
[footnote, [411.0, 1210.0, 333.0, 18.0], shoonya_16sWSUWAPSJJCO, 5694174]
[footnote, [411.0, 1228.0, 333.0, 18.0], shoonya_16sWSUWAPSJJCO, 5694174]
