[872, 605]
[section-title, [261.0, 32.0, 86.0, 30.0], vUktWKiP7q, 6456593]
[paragraph, [303.0, 503.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 521.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 539.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 557.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 575.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 593.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 611.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 629.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 647.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 665.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 683.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 701.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[paragraph, [303.0, 719.0, 249.0, 18.0], YLWW1QqQjm, 6456593]
[folio, [49.0, 595.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 613.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 631.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 649.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 667.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 685.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 703.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 721.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 739.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 757.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 775.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 793.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[folio, [49.0, 811.0, 252.0, 18.0], ZDbNS0jggy, 6456593]
[paragraph, [298.0, 746.0, 252.0, 18.0], L77FqvTOC6, 6456593]
[paragraph, [298.0, 764.0, 252.0, 18.0], L77FqvTOC6, 6456593]
[folio, [300.0, 789.0, 252.0, 18.0], DXu7YspVVk, 6456593]
[folio, [300.0, 807.0, 252.0, 18.0], DXu7YspVVk, 6456593]
