[1447, 1063]
[folio, [442.0, 52.0, 201.0, 18.0], UnRTBcgXlp, 5763161]
[paragraph, [92.0, 721.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 739.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 757.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 775.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 793.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 811.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 829.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 847.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 865.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [92.0, 883.0, 432.0, 18.0], shoonya_0s5Y1R5K1RSWKG, 5763161]
[paragraph, [536.0, 666.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 684.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 702.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 720.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 738.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 756.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 774.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 792.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 810.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 828.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 846.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 864.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 882.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [536.0, 900.0, 431.0, 18.0], shoonya_1s5CMM7HXEQMLT, 5763161]
[paragraph, [93.0, 919.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 937.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 955.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 973.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 991.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1009.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1027.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1045.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1063.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1081.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1099.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1117.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1135.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1153.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1171.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1189.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1207.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1225.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1243.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1261.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1279.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [93.0, 1297.0, 433.0, 18.0], shoonya_6sVFASU53BEY4C, 5763161]
[paragraph, [536.0, 952.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 970.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 988.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1006.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1024.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1042.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1060.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1078.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1096.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1114.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1132.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1150.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1168.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1186.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1204.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1222.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1240.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1258.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1276.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1294.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
[paragraph, [536.0, 1312.0, 433.0, 18.0], shoonya_4sMBO3UJN34E2Z, 5763161]
