[1468, 909]
[headline, [302.0, 70.0, 427.0, 25.5], Tif2v6r9U3, 5770051]
[paragraph, [68.0, 621.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 639.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 657.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 675.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 693.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 711.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 729.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 747.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 765.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 783.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 801.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 819.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 837.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 855.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [68.0, 873.0, 388.0, 18.0], 4UkMP7porW, 5770051]
[paragraph, [462.0, 135.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 153.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 171.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 189.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 207.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 225.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 243.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 261.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 279.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 297.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 315.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 333.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 351.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [462.0, 369.0, 363.0, 18.0], MkGp-14DQd, 5770051]
[paragraph, [461.0, 397.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 415.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 433.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 451.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 469.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 487.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 505.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 523.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 541.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 559.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 577.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 595.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 613.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 631.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 649.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 667.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 685.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 703.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 721.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 739.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 757.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 775.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 793.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 811.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 829.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 847.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 865.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 883.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 901.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 919.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 937.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 955.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 973.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 991.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1009.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1027.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1045.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1063.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1081.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1099.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1117.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1135.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1153.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1171.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1189.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1207.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1225.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1243.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1261.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1279.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1297.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1315.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1333.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1351.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [461.0, 1369.0, 375.0, 18.0], VaqB1z-kSF, 5770051]
[paragraph, [72.0, 897.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 915.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 933.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 951.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 969.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 987.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1005.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1023.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1041.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1059.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1077.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1095.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1113.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1131.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1149.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1167.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1185.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1203.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1221.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1239.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1257.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1275.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1293.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1311.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1329.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1347.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
[paragraph, [72.0, 1365.0, 382.0, 18.0], 8Qg_VCWmCv, 5770051]
