[1518, 1004]
[folio, [445.0, 77.0, 115.0, 36.0], xeb8HqdEU3, 6471526]
[paragraph, [660.0, 830.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 866.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 902.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 938.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 974.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 1010.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 1046.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 1082.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 1118.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [660.0, 1154.0, 295.0, 36.0], shoonya_0sRNZVRP67CY1D, 6471526]
[paragraph, [357.0, 914.0, 289.0, 36.0], Z8gcklAXlh, 6471526]
[paragraph, [359.0, 1061.0, 292.0, 36.0], shoonya_3s1P1AVV2HY1G6, 6471526]
[paragraph, [359.0, 1097.0, 292.0, 36.0], shoonya_3s1P1AVV2HY1G6, 6471526]
[paragraph, [359.0, 1133.0, 292.0, 36.0], shoonya_3s1P1AVV2HY1G6, 6471526]
[paragraph, [359.0, 1169.0, 292.0, 36.0], shoonya_3s1P1AVV2HY1G6, 6471526]
[paragraph, [359.0, 1205.0, 292.0, 36.0], shoonya_3s1P1AVV2HY1G6, 6471526]
[paragraph, [359.0, 1241.0, 292.0, 36.0], shoonya_3s1P1AVV2HY1G6, 6471526]
[paragraph, [359.0, 1277.0, 292.0, 36.0], shoonya_3s1P1AVV2HY1G6, 6471526]
[paragraph, [359.0, 1313.0, 292.0, 36.0], shoonya_3s1P1AVV2HY1G6, 6471526]
[paragraph, [660.0, 1199.0, 294.0, 36.0], soq9qwuPu_, 6471526]
[paragraph, [660.0, 1235.0, 294.0, 36.0], soq9qwuPu_, 6471526]
[paragraph, [660.0, 1271.0, 294.0, 36.0], soq9qwuPu_, 6471526]
[paragraph, [660.0, 1307.0, 294.0, 36.0], soq9qwuPu_, 6471526]
[paragraph, [660.0, 1343.0, 294.0, 36.0], soq9qwuPu_, 6471526]
[paragraph, [660.0, 1379.0, 294.0, 36.0], soq9qwuPu_, 6471526]
[folio, [439.0, 1432.0, 77.0, 36.0], 5Sgj6E0f3l, 6471526]
