[1388, 886]
[folio, [34.0, 59.0, 165.0, 18.0], QMn6Xajlu1, 5742348]
[paragraph, [31.0, 625.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 643.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 661.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 679.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 697.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 715.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 733.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 751.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 769.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 787.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [31.0, 805.0, 394.0, 18.0], UqDO4GQhtn, 5742348]
[paragraph, [33.0, 840.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 858.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 876.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 894.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 912.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 930.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 948.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 966.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 984.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1002.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1020.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1038.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1056.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1074.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1092.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1110.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1128.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1146.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1164.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1182.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1200.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1218.0, 400.0, 18.0], shoonya_1s192EY45F0C0Y, 5742348]
[paragraph, [33.0, 1260.0, 399.0, 18.0], p0-rMLYLdu, 5742348]
[paragraph, [33.0, 1278.0, 399.0, 18.0], p0-rMLYLdu, 5742348]
[paragraph, [33.0, 1296.0, 399.0, 18.0], p0-rMLYLdu, 5742348]
[footnote, [571.0, 1354.0, 265.0, 18.0], WgXDDqdOhV, 5742348]
