[1238, 765]
[folio, [296.0, 74.0, 149.0, 18.0], w8liaA6uhL, 5770483]
[section-title, [374.0, 235.0, 129.0, 30.0], Y5JDZoWyuL, 5770483]
[paragraph, [385.0, 261.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 279.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 297.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 315.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 333.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 351.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 369.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 387.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 405.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 423.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 441.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 459.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 477.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 495.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 513.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 531.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [385.0, 549.0, 298.0, 18.0], 65LmZYQS86, 5770483]
[paragraph, [386.0, 580.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 598.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 616.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 634.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 652.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 670.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 688.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 706.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 724.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 742.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 760.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 778.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 796.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 814.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 832.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 850.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 868.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 886.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 904.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 922.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 940.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[paragraph, [386.0, 958.0, 297.0, 18.0], shoonya_0sHTMGN346PH6F, 5770483]
[section-title, [73.0, 832.0, 267.0, 30.0], R-XuzuEIGR, 5770483]
[paragraph, [76.0, 871.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 889.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 907.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 925.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 943.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 961.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 979.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 997.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 1015.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 1033.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 1051.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 1069.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 1087.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 1105.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 1123.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [76.0, 1141.0, 302.0, 18.0], _K4wV3NT2C, 5770483]
[paragraph, [385.0, 988.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1006.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1024.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1042.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1060.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1078.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1096.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1114.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1132.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
[paragraph, [385.0, 1150.0, 315.0, 18.0], pBmXhYNaJF, 5770483]
