[3020, 1800]
[paragraph, [914.0, 382.0, 830.0, 52.5], shoonya_6s2P1X6Y3NEIT8, 5694272]
[paragraph, [914.0, 1476.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1529.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1581.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1634.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1686.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1739.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1791.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1844.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1896.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 1949.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2001.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2054.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2106.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2159.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2211.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2264.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2316.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2369.0, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [914.0, 2421.5, 836.0, 52.5], shoonya_1s3K4X8XWOOOX0, 5694272]
[paragraph, [49.0, 1419.0, 824.0, 52.5], shoonya_11s5FH47MF0015, 5694272]
[paragraph, [49.0, 1471.5, 824.0, 52.5], shoonya_11s5FH47MF0015, 5694272]
[paragraph, [53.0, 1567.0, 824.0, 52.5], shoonya_12s2HNRX2ZSIDD, 5694272]
[paragraph, [51.0, 1671.0, 828.0, 52.5], shoonya_4sLLIYEEA9U662, 5694272]
[paragraph, [51.0, 1723.5, 828.0, 52.5], shoonya_4sLLIYEEA9U662, 5694272]
[paragraph, [51.0, 1776.0, 828.0, 52.5], shoonya_4sLLIYEEA9U662, 5694272]
[paragraph, [51.0, 1828.5, 828.0, 52.5], shoonya_4sLLIYEEA9U662, 5694272]
[paragraph, [51.0, 1881.0, 828.0, 52.5], shoonya_4sLLIYEEA9U662, 5694272]
[paragraph, [51.0, 1933.5, 828.0, 52.5], shoonya_4sLLIYEEA9U662, 5694272]
[paragraph, [51.0, 1986.0, 828.0, 52.5], shoonya_4sLLIYEEA9U662, 5694272]
[paragraph, [51.0, 2038.5, 828.0, 52.5], shoonya_4sLLIYEEA9U662, 5694272]
[paragraph, [52.0, 2110.0, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2162.5, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2215.0, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2267.5, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2320.0, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2372.5, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2425.0, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2477.5, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2530.0, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2582.5, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2635.0, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [52.0, 2687.5, 826.0, 52.5], shoonya_0s3MWIY30E1QPI, 5694272]
[paragraph, [918.0, 2652.0, 828.0, 52.5], shoonya_3sT4X8CX9CYVI0, 5694272]
[paragraph, [918.0, 2704.5, 828.0, 52.5], shoonya_3sT4X8CX9CYVI0, 5694272]
[paragraph, [918.0, 2757.0, 828.0, 52.5], shoonya_3sT4X8CX9CYVI0, 5694272]
[paragraph, [918.0, 2809.5, 828.0, 52.5], shoonya_3sT4X8CX9CYVI0, 5694272]
[paragraph, [51.0, 2752.0, 832.0, 52.5], shoonya_7sQ78ZSDDVI06A, 5694272]
[paragraph, [51.0, 2804.5, 832.0, 52.5], shoonya_7sQ78ZSDDVI06A, 5694272]
