[1275, 750]
[folio, [306.0, 86.0, 132.0, 18.0], shoonya_1sLNM2DMY4WVIV, 5767750]
[paragraph, [59.0, 550.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 568.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 586.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 604.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 622.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 640.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 658.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 676.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 694.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 712.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 730.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 748.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 766.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 784.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 802.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 820.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 838.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 856.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 874.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 892.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 910.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 928.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 946.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 964.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 982.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1000.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1018.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1036.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1054.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1072.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1090.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1108.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1126.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1144.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
[paragraph, [59.0, 1162.0, 627.0, 18.0], shoonya_2sP9QA5C7HKMRG, 5767750]
