[2339, 1653]
[placeholder-text, [80.0, 487.0, 1465.0, 18.0], shoonya_0sPL5J3XOEWZP2, 5689665]
[placeholder-text, [72.0, 1433.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1451.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1469.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1487.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1505.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1523.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1541.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1559.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1577.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1595.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1613.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1631.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1649.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1667.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1685.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1703.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1721.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1739.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1757.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1775.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1793.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1811.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1829.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1847.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1865.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1883.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1901.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[placeholder-text, [72.0, 1919.0, 1474.0, 18.0], shoonya_38s11DLHZ49UBP, 5689665]
[folio, [1306.0, 1998.0, 98.0, 36.0], shoonya_16sSUS81CLL4U5, 5689665]
