[1267, 753]
[folio, [326.0, 76.0, 105.0, 18.0], shoonya_2sBZM6CZIO7512, 5699418]
[paragraph, [82.0, 961.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
[paragraph, [82.0, 979.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
[paragraph, [82.0, 997.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
[paragraph, [82.0, 1015.0, 594.0, 18.0], shoonya_0s70COV1STWMW6, 5699418]
[footnote, [85.0, 1062.0, 589.0, 18.0], uG8S5rPOac, 5699418]
[footnote, [85.0, 1080.0, 589.0, 18.0], uG8S5rPOac, 5699418]
[footnote, [85.0, 1098.0, 589.0, 18.0], uG8S5rPOac, 5699418]
[footnote, [85.0, 1116.0, 589.0, 18.0], uG8S5rPOac, 5699418]
[footnote, [85.0, 1134.0, 589.0, 18.0], uG8S5rPOac, 5699418]
[footnote, [85.0, 1152.0, 589.0, 18.0], uG8S5rPOac, 5699418]
