[1806, 1262]
[folio, [625.0, 101.0, 443.0, 36.0], gqtVXIn9IU, 5681854]
[paragraph, [100.0, 547.0, 490.0, 36.0], shoonya_2s5XN1J9I73MO6, 5681854]
[paragraph, [100.0, 583.0, 490.0, 36.0], shoonya_2s5XN1J9I73MO6, 5681854]
[paragraph, [100.0, 619.0, 490.0, 36.0], shoonya_2s5XN1J9I73MO6, 5681854]
[paragraph, [100.0, 655.0, 490.0, 36.0], shoonya_2s5XN1J9I73MO6, 5681854]
[paragraph, [100.0, 691.0, 490.0, 36.0], shoonya_2s5XN1J9I73MO6, 5681854]
[paragraph, [100.0, 727.0, 490.0, 36.0], shoonya_2s5XN1J9I73MO6, 5681854]
[paragraph, [641.0, 766.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 802.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 838.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 874.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 910.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 946.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 982.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1018.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1054.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1090.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1126.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1162.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1198.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1234.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1270.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1306.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1342.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1378.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1414.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1450.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1486.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1522.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1558.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1594.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1630.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [641.0, 1666.0, 500.0, 36.0], shoonya_0s9XW1N6V5ZK6B, 5681854]
[paragraph, [97.0, 801.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 837.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 873.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 909.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 945.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 981.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1017.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1053.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1089.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1125.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1161.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1197.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1233.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1269.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1305.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1341.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1377.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1413.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1449.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1485.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1521.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1557.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1593.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1629.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
[paragraph, [97.0, 1665.0, 495.0, 36.0], shoonya_3s8LFCZZ2DAA5H, 5681854]
