[4767, 3325]
[folio, [278.0, 349.0, 831.0, 52.5], ies6sITfH0, 5710306]
[paragraph, [270.0, 2138.5, 2481.0, 52.5], jx2g20XFrg, 5710306]
[paragraph, [270.0, 2191.0, 2481.0, 52.5], jx2g20XFrg, 5710306]
[paragraph, [270.0, 2243.5, 2481.0, 52.5], jx2g20XFrg, 5710306]
[paragraph, [274.0, 2352.0, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [274.0, 2404.5, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [274.0, 2457.0, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [274.0, 2509.5, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [274.0, 2562.0, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [274.0, 2614.5, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [274.0, 2667.0, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [274.0, 2719.5, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [274.0, 2772.0, 2464.0, 52.5], ERF6LPYysL, 5710306]
[paragraph, [286.0, 2834.0, 2439.0, 52.5], OFgZXMLBop, 5710306]
[paragraph, [286.0, 2886.5, 2439.0, 52.5], OFgZXMLBop, 5710306]
[paragraph, [286.0, 2939.0, 2439.0, 52.5], OFgZXMLBop, 5710306]
[paragraph, [286.0, 2991.5, 2439.0, 52.5], OFgZXMLBop, 5710306]
[paragraph, [299.0, 3087.0, 2427.0, 52.5], T5lTiF8VNQ, 5710306]
[paragraph, [299.0, 3139.5, 2427.0, 52.5], T5lTiF8VNQ, 5710306]
[paragraph, [299.0, 3192.0, 2427.0, 52.5], T5lTiF8VNQ, 5710306]
[paragraph, [299.0, 3244.5, 2427.0, 52.5], T5lTiF8VNQ, 5710306]
[paragraph, [299.0, 3297.0, 2427.0, 52.5], T5lTiF8VNQ, 5710306]
[paragraph, [299.0, 3349.5, 2427.0, 52.5], T5lTiF8VNQ, 5710306]
[paragraph, [299.0, 3402.0, 2427.0, 52.5], T5lTiF8VNQ, 5710306]
[paragraph, [299.0, 3454.5, 2427.0, 52.5], T5lTiF8VNQ, 5710306]
[paragraph, [315.0, 3532.0, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 3584.5, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 3637.0, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 3689.5, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 3742.0, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 3794.5, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 3847.0, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 3899.5, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 3952.0, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 4004.5, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 4057.0, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 4109.5, 2435.0, 52.5], MIOvl8M_jp, 5710306]
[paragraph, [315.0, 4162.0, 2435.0, 52.5], MIOvl8M_jp, 5710306]
