[1818, 1374]
[folio, [481.0, 108.0, 407.0, 36.0], shoonya_1sREMX5USHBRKN, 5681914]
[paragraph, [697.0, 1323.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1359.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1395.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1431.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1467.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1503.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1539.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1575.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1611.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [697.0, 1647.0, 575.0, 36.0], fZCXSG-STh, 5681914]
[paragraph, [106.0, 1294.0, 573.0, 36.0], jaG6xTiiIp, 5681914]
[paragraph, [106.0, 1330.0, 573.0, 36.0], jaG6xTiiIp, 5681914]
[paragraph, [106.0, 1366.0, 573.0, 36.0], jaG6xTiiIp, 5681914]
[paragraph, [106.0, 1402.0, 573.0, 36.0], jaG6xTiiIp, 5681914]
[paragraph, [106.0, 1438.0, 573.0, 36.0], jaG6xTiiIp, 5681914]
[paragraph, [106.0, 1474.0, 573.0, 36.0], jaG6xTiiIp, 5681914]
[paragraph, [144.0, 1543.0, 334.0, 36.0], vr0fPn1eCK, 5681914]
[paragraph, [106.0, 1589.0, 575.0, 36.0], q3TDr0bx1v, 5681914]
[paragraph, [106.0, 1625.0, 575.0, 36.0], q3TDr0bx1v, 5681914]
[paragraph, [106.0, 1661.0, 575.0, 36.0], q3TDr0bx1v, 5681914]
