[2009, 1410]
[ordered-list, [677.0, 62.0, 633.0, 36.0], shoonya_17sSA7FAH2DVWC, 5654551]
[paragraph, [868.0, 1310.0, 449.0, 36.0], shoonya_5sO0X5VMP4LKO9, 5654551]
[paragraph, [868.0, 1346.0, 449.0, 36.0], shoonya_5sO0X5VMP4LKO9, 5654551]
[paragraph, [868.0, 1382.0, 449.0, 36.0], shoonya_5sO0X5VMP4LKO9, 5654551]
[paragraph, [868.0, 1418.0, 449.0, 36.0], shoonya_5sO0X5VMP4LKO9, 5654551]
[paragraph, [868.0, 1454.0, 449.0, 36.0], shoonya_5sO0X5VMP4LKO9, 5654551]
[paragraph, [868.0, 1490.0, 449.0, 36.0], shoonya_5sO0X5VMP4LKO9, 5654551]
[paragraph, [42.0, 1170.0, 443.0, 36.0], shoonya_13s5K5CRIV387H, 5654551]
[paragraph, [42.0, 1206.0, 443.0, 36.0], shoonya_13s5K5CRIV387H, 5654551]
[paragraph, [42.0, 1242.0, 443.0, 36.0], shoonya_13s5K5CRIV387H, 5654551]
[ordered-list, [48.0, 1288.0, 445.0, 36.0], shoonya_15sZOF5SD8BLE0, 5654551]
[ordered-list, [48.0, 1324.0, 445.0, 36.0], shoonya_15sZOF5SD8BLE0, 5654551]
[ordered-list, [48.0, 1360.0, 445.0, 36.0], shoonya_15sZOF5SD8BLE0, 5654551]
[ordered-list, [48.0, 1396.0, 445.0, 36.0], shoonya_15sZOF5SD8BLE0, 5654551]
[ordered-list, [48.0, 1432.0, 445.0, 36.0], shoonya_15sZOF5SD8BLE0, 5654551]
[ordered-list, [48.0, 1468.0, 445.0, 36.0], shoonya_15sZOF5SD8BLE0, 5654551]
[ordered-list, [48.0, 1504.0, 445.0, 36.0], shoonya_15sZOF5SD8BLE0, 5654551]
[paragraph, [688.0, 1554.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[paragraph, [688.0, 1590.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[paragraph, [688.0, 1626.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[paragraph, [688.0, 1662.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[paragraph, [688.0, 1698.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[paragraph, [688.0, 1734.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[paragraph, [688.0, 1770.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[paragraph, [688.0, 1806.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[paragraph, [688.0, 1842.0, 633.0, 36.0], shoonya_6sYPURU28D5KTM, 5654551]
[ordered-list, [47.0, 1558.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1594.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1630.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1666.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1702.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1738.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1774.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1810.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1846.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[ordered-list, [47.0, 1882.0, 629.0, 36.0], shoonya_16sOKONXAVXLYR, 5654551]
[folio, [506.0, 1926.0, 350.0, 36.0], Zql8gMMWNf, 5654551]
[folio, [1158.0, 1926.0, 89.0, 36.0], -CQjRrbutp, 5654551]
