[1818, 1374]
[folio, [481.0, 102.0, 425.0, 36.0], shoonya_1sF01EXD9W6VOX, 5682780]
[paragraph, [109.0, 1462.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1498.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1534.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1570.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1606.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1642.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [109.0, 1678.0, 570.0, 36.0], q0YcRCqxaA, 5682780]
[paragraph, [699.0, 1538.0, 578.0, 36.0], RpRCgpUbRT, 5682780]
[paragraph, [699.0, 1574.0, 578.0, 36.0], RpRCgpUbRT, 5682780]
[paragraph, [699.0, 1610.0, 578.0, 36.0], RpRCgpUbRT, 5682780]
[paragraph, [699.0, 1646.0, 578.0, 36.0], RpRCgpUbRT, 5682780]
[paragraph, [699.0, 1682.0, 578.0, 36.0], RpRCgpUbRT, 5682780]
