[2241, 1733]
[folio, [1459.0, 213.0, 117.0, 36.0], shoonya_12s6BLB9C4IL7B, 5654415]
[paragraph, [66.0, 1527.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1563.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1599.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1635.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1671.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1707.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1743.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1779.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1815.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1851.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1887.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1923.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [66.0, 1959.0, 766.0, 36.0], shoonya_2sCWI7EV8KRK1E, 5654415]
[paragraph, [74.0, 1973.0, 785.0, 36.0], omZIUYvQXs, 5654415]
[paragraph, [74.0, 2009.0, 785.0, 36.0], omZIUYvQXs, 5654415]
[paragraph, [74.0, 2045.0, 785.0, 36.0], omZIUYvQXs, 5654415]
[paragraph, [74.0, 2081.0, 785.0, 36.0], omZIUYvQXs, 5654415]
[paragraph, [897.0, 2035.0, 746.0, 36.0], shoonya_5sRJBA3TR64NJ9, 5654415]
[folio, [765.0, 2122.0, 207.0, 36.0], Ot-A8HPKN6, 5654415]
[footnote, [521.0, 2196.0, 691.0, 36.0], shoonya_9sXDCFCT5JDK1I, 5654415]
