[1275, 750]
[folio, [224.0, 76.0, 296.0, 18.0], g98JgRg02Y, 5767557]
[paragraph, [51.0, 524.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 542.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 560.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 578.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 596.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 614.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 632.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 650.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 668.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 686.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 704.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 722.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 740.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 758.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 776.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 794.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 812.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 830.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 848.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 866.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 884.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 902.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 920.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 938.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 956.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 974.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 992.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1010.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1028.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1046.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1064.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1082.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1100.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1118.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1136.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1154.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
[paragraph, [51.0, 1172.0, 647.0, 18.0], shoonya_0sAWS27J2B1P8Z, 5767557]
