[872, 605]
[section-title, [262.0, 34.0, 85.0, 30.0], tWEeGP9gGr, 6456661]
[paragraph, [56.0, 347.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 365.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 383.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 401.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 419.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 437.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 455.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 473.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 491.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 509.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 527.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 545.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 563.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 581.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 599.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 617.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 635.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 653.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 671.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 689.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 707.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 725.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[paragraph, [56.0, 743.0, 247.0, 18.0], xLe_qGQ0qx, 6456661]
[reference, [301.0, 672.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [301.0, 690.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [301.0, 708.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [301.0, 726.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [301.0, 744.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [301.0, 762.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [301.0, 780.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [301.0, 798.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [301.0, 816.0, 245.0, 18.0], qXAN3LCt94, 6456661]
[reference, [50.0, 768.0, 251.0, 18.0], RVHSEOGSCw, 6456661]
[reference, [50.0, 786.0, 251.0, 18.0], RVHSEOGSCw, 6456661]
[reference, [50.0, 804.0, 251.0, 18.0], RVHSEOGSCw, 6456661]
