[1275, 750]
[folio, [300.0, 86.0, 125.0, 18.0], shoonya_2sCHTGUT057E5J, 5767461]
[paragraph, [60.0, 807.0, 627.0, 18.0], shoonya_3sAJ9K529FMNKO, 5767461]
[paragraph, [60.0, 825.0, 627.0, 18.0], shoonya_3sAJ9K529FMNKO, 5767461]
[paragraph, [54.0, 863.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 881.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 899.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 917.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 935.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 953.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 971.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 989.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1007.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1025.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1043.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1061.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1079.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1097.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1115.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1133.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1151.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1169.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
[paragraph, [54.0, 1187.0, 633.0, 18.0], shoonya_1sW59ORVXCF4W1, 5767461]
