[2067, 1567]
[folio, [1240.0, 195.0, 138.0, 36.0], p_lh_Ugwvu, 5735532]
[paragraph, [791.0, 961.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 997.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1033.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1069.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1105.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1141.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1177.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1213.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1249.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1285.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1321.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1357.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[paragraph, [791.0, 1393.0, 579.0, 36.0], shoonya_1sP6YPALZ9T0VQ, 5735532]
[sidebar, [23.0, 968.0, 130.0, 36.0], shoonya_14sTRIY4JPOKRK, 5735532]
[author, [526.0, 1098.0, 245.0, 36.0], shoonya_16sL0LDB1XPOWP, 5735532]
[paragraph, [196.0, 1184.0, 575.0, 36.0], shoonya_10sWG4DIAQ53ZC, 5735532]
[paragraph, [196.0, 1220.0, 575.0, 36.0], shoonya_10sWG4DIAQ53ZC, 5735532]
[paragraph, [196.0, 1256.0, 575.0, 36.0], shoonya_10sWG4DIAQ53ZC, 5735532]
[paragraph, [183.0, 1409.0, 213.0, 36.0], G9mMRxx7Li, 5735532]
[paragraph, [793.0, 1447.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1483.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1519.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1555.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1591.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1627.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1663.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1699.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1735.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [793.0, 1771.0, 577.0, 36.0], shoonya_4sUUWDSTRIX3SG, 5735532]
[paragraph, [192.0, 1494.0, 582.0, 36.0], shoonya_15sQ20MYK3RUA6, 5735532]
[paragraph, [192.0, 1530.0, 582.0, 36.0], shoonya_15sQ20MYK3RUA6, 5735532]
[paragraph, [192.0, 1566.0, 582.0, 36.0], shoonya_15sQ20MYK3RUA6, 5735532]
[paragraph, [192.0, 1602.0, 582.0, 36.0], shoonya_15sQ20MYK3RUA6, 5735532]
[paragraph, [192.0, 1638.0, 582.0, 36.0], shoonya_15sQ20MYK3RUA6, 5735532]
[paragraph, [192.0, 1674.0, 582.0, 36.0], shoonya_15sQ20MYK3RUA6, 5735532]
[paragraph, [192.0, 1710.0, 582.0, 36.0], shoonya_15sQ20MYK3RUA6, 5735532]
[paragraph, [192.0, 1746.0, 582.0, 36.0], shoonya_15sQ20MYK3RUA6, 5735532]
[folio, [1142.0, 1821.0, 227.0, 36.0], shoonya_13sENO2EBN9SJ3, 5735532]
