[1468, 909]
[headline, [381.0, 79.0, 173.0, 25.5], w3M8NLZ2Eq, 5770584]
[paragraph, [78.0, 1306.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1324.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1342.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [78.0, 1360.0, 326.0, 18.0], BJ2nhyi9m4, 5770584]
[paragraph, [465.0, 1178.0, 306.0, 18.0], tniRKszD6G, 5770584]
[paragraph, [465.0, 1196.0, 306.0, 18.0], tniRKszD6G, 5770584]
[paragraph, [465.0, 1214.0, 306.0, 18.0], tniRKszD6G, 5770584]
[paragraph, [468.0, 1235.0, 317.0, 18.0], zmSWCjrv77, 5770584]
[paragraph, [468.0, 1253.0, 317.0, 18.0], zmSWCjrv77, 5770584]
[paragraph, [468.0, 1271.0, 317.0, 18.0], zmSWCjrv77, 5770584]
[paragraph, [461.0, 1294.0, 305.0, 18.0], XqTMpxp4KP, 5770584]
[paragraph, [461.0, 1312.0, 305.0, 18.0], XqTMpxp4KP, 5770584]
[paragraph, [461.0, 1330.0, 305.0, 18.0], XqTMpxp4KP, 5770584]
[paragraph, [461.0, 1348.0, 305.0, 18.0], XqTMpxp4KP, 5770584]
[paragraph, [461.0, 1366.0, 305.0, 18.0], XqTMpxp4KP, 5770584]
