[872, 605]
[section-title, [266.0, 30.0, 80.0, 30.0], zPNj4MF_h3, 6457493]
[paragraph, [302.0, 553.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 571.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 589.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 607.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 625.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 643.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 661.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 679.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [302.0, 697.0, 262.0, 18.0], 3L0TIN2UlX, 6457493]
[paragraph, [41.0, 445.0, 260.0, 18.0], e_5V_6E6Q7, 6457493]
[paragraph, [41.0, 463.0, 260.0, 18.0], e_5V_6E6Q7, 6457493]
[paragraph, [39.0, 481.0, 225.0, 18.0], yvaqP-xRfz, 6457493]
[paragraph, [39.0, 499.0, 257.0, 18.0], 9TtEu3u5Hy, 6457493]
[paragraph, [39.0, 517.0, 257.0, 18.0], 9TtEu3u5Hy, 6457493]
[paragraph, [41.0, 534.0, 255.0, 18.0], -GBU5vTxNI, 6457493]
[paragraph, [41.0, 552.0, 255.0, 18.0], -GBU5vTxNI, 6457493]
[paragraph, [41.0, 570.0, 255.0, 18.0], -GBU5vTxNI, 6457493]
[paragraph, [41.0, 588.0, 255.0, 18.0], -GBU5vTxNI, 6457493]
[paragraph, [41.0, 606.0, 255.0, 18.0], -GBU5vTxNI, 6457493]
[paragraph, [43.0, 642.0, 244.0, 18.0], Sgdr2bIKQG, 6457493]
[paragraph, [34.0, 657.0, 241.0, 18.0], zeM2bhBXEW, 6457493]
[paragraph, [34.0, 675.0, 241.0, 18.0], zeM2bhBXEW, 6457493]
[paragraph, [36.0, 698.0, 266.0, 18.0], 0eDy53mP4S, 6457493]
[paragraph, [36.0, 716.0, 266.0, 18.0], 0eDy53mP4S, 6457493]
[paragraph, [36.0, 734.0, 266.0, 18.0], 0eDy53mP4S, 6457493]
[reference, [302.0, 725.0, 263.0, 18.0], kXn43GPq9s, 6457493]
[reference, [302.0, 743.0, 263.0, 18.0], kXn43GPq9s, 6457493]
[reference, [302.0, 761.0, 263.0, 18.0], kXn43GPq9s, 6457493]
[reference, [302.0, 779.0, 263.0, 18.0], kXn43GPq9s, 6457493]
[reference, [302.0, 797.0, 263.0, 18.0], kXn43GPq9s, 6457493]
[reference, [302.0, 815.0, 263.0, 18.0], kXn43GPq9s, 6457493]
[reference, [38.0, 756.0, 268.0, 18.0], shoonya_0sR8ZBPSVW6F3Y, 6457493]
[reference, [38.0, 774.0, 268.0, 18.0], shoonya_0sR8ZBPSVW6F3Y, 6457493]
[reference, [38.0, 792.0, 268.0, 18.0], shoonya_0sR8ZBPSVW6F3Y, 6457493]
[reference, [38.0, 810.0, 268.0, 18.0], shoonya_0sR8ZBPSVW6F3Y, 6457493]
