[1823, 1375]
[folio, [623.0, 104.0, 116.0, 36.0], shoonya_5s7SA1ZHUHW5DL, 5684047]
[paragraph, [108.0, 921.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 957.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 993.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 1029.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 1065.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 1101.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 1137.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 1173.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [108.0, 1209.0, 567.0, 36.0], shoonya_0sOIHAT011CL6F, 5684047]
[paragraph, [702.0, 701.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 737.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 773.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 809.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 845.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 881.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 917.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 953.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 989.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 1025.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 1061.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 1097.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 1133.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 1169.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 1205.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 1241.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [702.0, 1277.0, 557.0, 36.0], shoonya_1sFV7XVZMR74NR, 5684047]
[paragraph, [114.0, 1272.0, 563.0, 36.0], shoonya_4sK5CO7EZXOIMU, 5684047]
[paragraph, [114.0, 1308.0, 563.0, 36.0], shoonya_4sK5CO7EZXOIMU, 5684047]
[paragraph, [114.0, 1344.0, 563.0, 36.0], shoonya_4sK5CO7EZXOIMU, 5684047]
[paragraph, [114.0, 1380.0, 563.0, 36.0], shoonya_4sK5CO7EZXOIMU, 5684047]
[paragraph, [703.0, 1347.0, 559.0, 36.0], shoonya_7sHZ0JUND901GV, 5684047]
[paragraph, [703.0, 1383.0, 559.0, 36.0], shoonya_7sHZ0JUND901GV, 5684047]
[footnote, [98.0, 1483.0, 1176.0, 36.0], shoonya_6sBBV9KQJAOCZQ, 5684047]
[footnote, [98.0, 1519.0, 1176.0, 36.0], shoonya_6sBBV9KQJAOCZQ, 5684047]
[footnote, [98.0, 1555.0, 1176.0, 36.0], shoonya_6sBBV9KQJAOCZQ, 5684047]
[footnote, [98.0, 1591.0, 1176.0, 36.0], shoonya_6sBBV9KQJAOCZQ, 5684047]
[footnote, [98.0, 1627.0, 1176.0, 36.0], shoonya_6sBBV9KQJAOCZQ, 5684047]
[footnote, [98.0, 1663.0, 1176.0, 36.0], shoonya_6sBBV9KQJAOCZQ, 5684047]
[footnote, [98.0, 1699.0, 1176.0, 36.0], shoonya_6sBBV9KQJAOCZQ, 5684047]
