[1625, 1211]
[section-title, [72.0, 155.0, 1063.0, 49.5], shoonya_5sCFEQBW1O4SS1, 5742645]
[paragraph, [792.0, 974.0, 344.0, 36.0], QCJcGWv5rd, 5742645]
[paragraph, [438.0, 951.0, 341.0, 36.0], OS4ORFqudX, 5742645]
[paragraph, [438.0, 987.0, 341.0, 36.0], OS4ORFqudX, 5742645]
[paragraph, [438.0, 1023.0, 341.0, 36.0], OS4ORFqudX, 5742645]
[paragraph, [69.0, 992.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[paragraph, [69.0, 1028.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[paragraph, [69.0, 1064.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[paragraph, [69.0, 1100.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[paragraph, [69.0, 1136.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[paragraph, [69.0, 1172.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[paragraph, [69.0, 1208.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[paragraph, [69.0, 1244.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[paragraph, [69.0, 1280.0, 354.0, 36.0], DHKsoFGJ0x, 5742645]
[section-title, [833.0, 1067.0, 266.0, 49.5], 0fxhomA7AU, 5742645]
[paragraph, [435.0, 1118.0, 343.0, 36.0], shoonya_2sTKCZYYALQQ7V, 5742645]
[paragraph, [435.0, 1154.0, 343.0, 36.0], shoonya_2sTKCZYYALQQ7V, 5742645]
[paragraph, [435.0, 1190.0, 343.0, 36.0], shoonya_2sTKCZYYALQQ7V, 5742645]
[paragraph, [435.0, 1226.0, 343.0, 36.0], shoonya_2sTKCZYYALQQ7V, 5742645]
[paragraph, [435.0, 1262.0, 343.0, 36.0], shoonya_2sTKCZYYALQQ7V, 5742645]
[paragraph, [435.0, 1298.0, 343.0, 36.0], shoonya_2sTKCZYYALQQ7V, 5742645]
[paragraph, [789.0, 1149.0, 347.0, 36.0], CZ5J_d8NaL, 5742645]
[paragraph, [789.0, 1185.0, 347.0, 36.0], CZ5J_d8NaL, 5742645]
[paragraph, [789.0, 1221.0, 347.0, 36.0], CZ5J_d8NaL, 5742645]
[paragraph, [789.0, 1257.0, 347.0, 36.0], CZ5J_d8NaL, 5742645]
[paragraph, [789.0, 1293.0, 347.0, 36.0], CZ5J_d8NaL, 5742645]
[paragraph, [791.0, 1332.0, 342.0, 36.0], FUDgipt2as, 5742645]
[paragraph, [791.0, 1368.0, 342.0, 36.0], FUDgipt2as, 5742645]
[paragraph, [791.0, 1404.0, 342.0, 36.0], FUDgipt2as, 5742645]
[paragraph, [67.0, 1336.0, 346.0, 36.0], shoonya_4sRMMO1MR1X154, 5742645]
[paragraph, [67.0, 1372.0, 346.0, 36.0], shoonya_4sRMMO1MR1X154, 5742645]
[paragraph, [67.0, 1408.0, 346.0, 36.0], shoonya_4sRMMO1MR1X154, 5742645]
[paragraph, [430.0, 1372.0, 346.0, 36.0], shoonya_1sDZROVOPG6GPL, 5742645]
[paragraph, [430.0, 1408.0, 346.0, 36.0], shoonya_1sDZROVOPG6GPL, 5742645]
[folio, [428.0, 1470.0, 103.0, 36.0], Iuhumu4c6m, 5742645]
[folio, [797.0, 1470.0, 109.0, 36.0], RQywEzlskd, 5742645]
