[2084, 1528]
[dateline, [331.0, 34.0, 474.0, 64.5], mkk42wFMhV, 5712904]
[paragraph, [91.0, 1394.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1430.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1466.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1502.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1538.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1574.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1610.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1646.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1682.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1718.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1754.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1790.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1826.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1862.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1898.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [91.0, 1934.0, 694.0, 36.0], QZIUtwMK2O, 5712904]
[paragraph, [782.0, 818.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 854.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 890.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 926.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 962.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 998.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1034.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1070.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1106.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1142.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1178.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1214.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1250.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1286.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1322.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1358.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1394.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1430.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1466.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1502.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1538.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1574.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [782.0, 1610.0, 686.0, 36.0], 9IWsrpfsN2, 5712904]
[paragraph, [779.0, 1662.0, 695.0, 36.0], shoonya_4s7D4BMAARB6JF, 5712904]
[paragraph, [779.0, 1698.0, 695.0, 36.0], shoonya_4s7D4BMAARB6JF, 5712904]
[paragraph, [779.0, 1734.0, 695.0, 36.0], shoonya_4s7D4BMAARB6JF, 5712904]
[paragraph, [779.0, 1770.0, 695.0, 36.0], shoonya_4s7D4BMAARB6JF, 5712904]
[paragraph, [779.0, 1806.0, 695.0, 36.0], shoonya_4s7D4BMAARB6JF, 5712904]
[paragraph, [779.0, 1842.0, 695.0, 36.0], shoonya_4s7D4BMAARB6JF, 5712904]
[paragraph, [779.0, 1878.0, 695.0, 36.0], shoonya_4s7D4BMAARB6JF, 5712904]
[paragraph, [779.0, 1914.0, 695.0, 36.0], shoonya_4s7D4BMAARB6JF, 5712904]
