[1468, 909]
[headline, [336.0, 69.0, 263.0, 25.5], gpp92rg6m_, 5769843]
[paragraph, [463.0, 1266.0, 371.0, 18.0], _zFtS2jBDQ, 5769843]
[paragraph, [463.0, 1284.0, 371.0, 18.0], _zFtS2jBDQ, 5769843]
[paragraph, [463.0, 1302.0, 371.0, 18.0], _zFtS2jBDQ, 5769843]
[paragraph, [463.0, 1320.0, 371.0, 18.0], _zFtS2jBDQ, 5769843]
[paragraph, [463.0, 1338.0, 371.0, 18.0], _zFtS2jBDQ, 5769843]
[paragraph, [463.0, 1356.0, 371.0, 18.0], _zFtS2jBDQ, 5769843]
[paragraph, [463.0, 1374.0, 371.0, 18.0], _zFtS2jBDQ, 5769843]
[paragraph, [66.0, 1326.0, 396.0, 18.0], -nN-Xu6B3r, 5769843]
[paragraph, [66.0, 1344.0, 396.0, 18.0], -nN-Xu6B3r, 5769843]
[paragraph, [66.0, 1362.0, 396.0, 18.0], -nN-Xu6B3r, 5769843]
